x,y
0,0
0.1,0.463737510980691
0.2,0.481043278391308
0.3,0.494582329688885
0.4,0.511140006715524
0.5,0.535914738605387
0.6,0.574388341177042
0.7,0.632707218010301
0.8,0.717792347380312
0.9,0.837373917748263
1,1
