We_Ai,As
0,0.0926000000000954
0.1,0.564100000000048
0.2,0.676100000000036
0.3,0.751700000000027
0.4,0.810400000000021
0.5,0.859100000000016
0.6,0.900700000000011
0.7,0.936100000000007
0.8,0.964600000000004
0.9,0.985400000000002
1,1
