year,month,day,hour,sim_flow_cfs,flow_cfs
1990,3,21,18,122.83202769172875,NA
1990,3,22,0,126.15051299862675,NA
1990,3,22,6,128.42857554228667,NA
1990,3,22,12,130.56755359393645,NA
1990,3,22,18,131.92763081910985,NA
1990,3,23,0,134.65120027605653,NA
1990,3,23,6,136.42515723279843,NA
1990,3,23,12,138.23545757222314,NA
1990,3,23,18,139.40297831894136,NA
1990,3,24,0,141.1778073114571,NA
1990,3,24,6,140.6791117586389,NA
1990,3,24,12,140.9996678365849,NA
1990,3,24,18,140.98816301103705,NA
1990,3,25,0,141.93570301442605,NA
1990,3,25,6,140.7169954086534,NA
1990,3,25,12,141.12988453039463,NA
1990,3,25,18,141.76389339194884,NA
1990,3,26,0,143.32812763136775,173
1990,3,26,6,142.9565947311787,167
1990,3,26,12,145.37614746622916,165
1990,3,26,18,147.95916101732428,NA
1990,3,27,0,150.6441833257036,NA
1990,3,27,6,152.48174135154258,NA
1990,3,27,12,157.47657831201238,NA
1990,3,27,18,162.3749226008534,NA
1990,3,28,0,166.54709346945913,NA
1990,3,28,6,166.94482681046443,NA
1990,3,28,12,167.95741776319483,NA
1990,3,28,18,168.3161313624915,NA
1990,3,29,0,169.17862619177362,NA
1990,3,29,6,167.2497164655178,NA
1990,3,29,12,165.290863971907,NA
1990,3,29,18,163.36089714889394,NA
1990,3,30,0,163.1191627412081,NA
1990,3,30,6,160.8990268813034,NA
1990,3,30,12,159.86528675319406,NA
1990,3,30,18,159.17615438219087,NA
1990,3,31,0,159.85962409279367,NA
1990,3,31,6,158.8369179931757,NA
1990,3,31,12,160.61449275676713,NA
1990,3,31,18,162.5366787836417,NA
1990,4,1,0,164.4454942590949,NA
1990,4,1,6,166.16799516449555,NA
1990,4,1,12,170.8701348541979,NA
1990,4,1,18,175.37695945281288,NA
1990,4,2,0,181.89931130458785,146
1990,4,2,6,188.4879610381472,NA
1990,4,2,12,194.12394802677423,NA
1990,4,2,18,202.71837961084117,NA
1990,4,3,0,220.70119843915225,152
1990,4,3,6,236.14705879835358,NA
1990,4,3,12,246.09591784303646,NA
1990,4,3,18,251.20704827884208,NA
1990,4,4,0,254.64777469885368,167
1990,4,4,6,257.38896177507263,NA
1990,4,4,12,261.13375472081225,NA
1990,4,4,18,263.3581002424652,NA
1990,4,5,0,265.38105375638395,180
1990,4,5,6,266.2705408114963,NA
1990,4,5,12,267.9216209003574,NA
1990,4,5,18,268.1766029866785,NA
1990,4,6,0,268.6645264795076,180
1990,4,6,6,267.31255004841626,NA
1990,4,6,12,266.9594208491154,NA
1990,4,6,18,265.5347404206712,168
1990,4,7,0,264.9159919661353,173
1990,4,7,6,262.95113336463703,177
1990,4,7,12,262.35254903925255,NA
1990,4,7,18,263.16726553992277,NA
1990,4,8,0,263.8973321147438,175
1990,4,8,6,266.9064417101401,NA
1990,4,8,12,271.3370997534787,NA
1990,4,8,18,273.3509384912469,NA
1990,4,9,0,274.7440602784194,179
1990,4,9,6,274.3239697545194,NA
1990,4,9,12,274.0637408874279,NA
1990,4,9,18,272.2571841522793,NA
1990,4,10,0,271.3481807366926,175
1990,4,10,6,267.61738200650177,NA
1990,4,10,12,264.85097197269556,NA
1990,4,10,18,261.9555892945252,NA
1990,4,11,0,260.5552548523606,153
1990,4,11,6,257.87723684485013,NA
1990,4,11,12,256.5691032588173,NA
1990,4,11,18,255.16041470583568,NA
1990,4,12,0,255.05456542277815,157
1990,4,12,6,253.82753794735942,NA
1990,4,12,12,253.30121980606185,NA
1990,4,12,18,252.1694357831741,NA
1990,4,13,0,251.90599943898022,157
1990,4,13,6,250.2011152763082,NA
1990,4,13,12,249.040365063773,NA
1990,4,13,18,247.29262184503273,NA
1990,4,14,0,246.4479770363323,155
1990,4,14,6,244.38679291410145,NA
1990,4,14,12,243.10516693782318,NA
1990,4,14,18,241.53729215020658,NA
1990,4,15,0,241.28810079203018,158
1990,4,15,6,240.11939465455788,NA
1990,4,15,12,239.36650892631678,NA
1990,4,15,18,237.87976740135954,NA
1990,4,16,0,237.3801305904856,170
1990,4,16,6,235.94223822719124,NA
1990,4,16,12,235.30582208150238,NA
1990,4,16,18,233.85264127592032,NA
1990,4,17,0,234.626208885677,180
1990,4,17,6,234.4219371210515,NA
1990,4,17,12,234.7189977877651,NA
1990,4,17,18,233.94526889854373,NA
1990,4,18,0,234.39363781976508,189
1990,4,18,6,233.7818825943903,NA
1990,4,18,12,232.9612390346858,202
1990,4,18,18,230.68580680727067,202
1990,4,19,0,229.53347181153788,198
1990,4,19,6,225.74440690910697,200
1990,4,19,12,222.89319747205286,193
1990,4,19,18,220.181512813926,186
1990,4,20,0,219.53824100064494,180
1990,4,20,6,219.17109064311234,179
1990,4,20,12,218.82178246031518,177
1990,4,20,18,223.71001825482406,175
1990,4,21,0,230.5121963664684,179
1990,4,21,6,233.47486504637862,179
1990,4,21,12,238.36327072694655,179
1990,4,21,18,245.95049290754787,180
1990,4,22,0,256.03966178245355,180
1990,4,22,6,261.88124568896916,188
1990,4,22,12,263.53306833240254,191
1990,4,22,18,262.53138541970435,188
1990,4,23,0,262.59990149651196,191
1990,4,23,6,263.0360108835042,195
1990,4,23,12,269.7348520693368,188
1990,4,23,18,276.70205598577235,189
1990,4,24,0,289.1495684927405,198
1990,4,24,6,298.58766267628715,200
1990,4,24,12,304.9152377075701,204
1990,4,24,18,307.65604965062266,204
1990,4,25,0,308.41703974757365,210
1990,4,25,6,309.6668618778105,217
1990,4,25,12,311.5481536042131,206
1990,4,25,18,311.42097635783193,197
1990,4,26,0,318.30594777233796,189
1990,4,26,6,327.66210418332776,191
1990,4,26,12,338.96276585131204,188
1990,4,26,18,344.95157118694874,186
1990,4,27,0,347.1295734779105,184
1990,4,27,6,344.72852543527506,191
1990,4,27,12,343.3056291492821,186
1990,4,27,18,344.8485890811971,177
1990,4,28,0,354.3423962720071,167
1990,4,28,6,362.5627119417659,172
1990,4,28,12,368.065234779653,184
1990,4,28,18,368.0831800495393,186
1990,4,29,0,371.64411774244263,191
1990,4,29,6,370.0774090636879,195
1990,4,29,12,365.41069545818414,208
1990,4,29,18,359.18630271385916,221
1990,4,30,0,355.4205889755288,227
1990,4,30,6,347.1082454981954,227
1990,4,30,12,340.13482669332217,223
1990,4,30,18,334.99807160423205,225
1990,5,1,0,332.19942981059984,225
1990,5,1,6,324.86354682122226,223
1990,5,1,12,318.6917778656738,217
1990,5,1,18,313.77674389767384,215
1990,5,2,0,310.47058866136626,211
1990,5,2,6,310.27785613262154,208
1990,5,2,12,311.55382368287883,208
1990,5,2,18,309.90899406961523,204
1990,5,3,0,308.8193480378262,204
1990,5,3,6,305.7997186496219,206
1990,5,3,12,303.2629240682345,198
1990,5,3,18,299.4984727228966,195
1990,5,4,0,297.1157056935007,195
1990,5,4,6,290.2541663465284,191
1990,5,4,12,285.0805715924704,193
1990,5,4,18,279.83544329002495,188
1990,5,5,0,276.9589286922675,182
1990,5,5,6,270.6204202882137,182
1990,5,5,12,265.5322653134575,191
1990,5,5,18,260.5642221754397,184
1990,5,6,0,257.90191492495705,182
1990,5,6,6,253.41722909308314,184
1990,5,6,12,248.77077707223418,193
1990,5,6,18,244.2401395149031,191
1990,5,7,0,241.85386281583706,189
1990,5,7,6,240.10044827196418,195
1990,5,7,12,235.92457990220913,200
1990,5,7,18,231.83915338827757,198
1990,5,8,0,229.7394641219399,202
1990,5,8,6,225.76974903559147,210
1990,5,8,12,221.94424144853494,211
1990,5,8,18,218.2092365875073,215
1990,5,9,0,216.3360580774145,211
1990,5,9,6,210.35792023489182,219
1990,5,9,12,206.80137646192165,221
1990,5,9,18,203.350196080527,217
1990,5,10,0,201.65741655171095,217
1990,5,10,6,197.87458790189456,210
1990,5,10,12,194.65777135122784,208
1990,5,10,18,191.5257095723695,200
1990,5,11,0,190.0322698151511,200
1990,5,11,6,188.399318079355,195
1990,5,11,12,185.7314197828295,197
1990,5,11,18,182.96203439846272,189
1990,5,12,0,181.59526592152056,184
1990,5,12,6,178.20367909793845,184
1990,5,12,12,175.4346187513004,186
1990,5,12,18,173.03521068504276,182
1990,5,13,0,177.927978321796,179
1990,5,13,6,178.3101063712679,180
1990,5,13,12,178.20151517933598,180
1990,5,13,18,177.36141731083973,180
1990,5,14,0,174.46933156836005,180
1990,5,14,6,170.83253282559542,186
1990,5,14,12,168.29383661225364,182
1990,5,14,18,166.38671676022418,173
1990,5,15,0,165.4737926416144,175
1990,5,15,6,162.37146563197658,168
1990,5,15,12,159.88781024381282,158
1990,5,15,18,157.54544883367734,139
1990,5,16,0,156.58235596824576,135
1990,5,16,6,152.3119882403152,129
1990,5,16,12,150.27066047764993,121
1990,5,16,18,148.2993323589608,116
1990,5,17,0,146.53398434611591,110
1990,5,17,6,143.50231494472953,106
1990,5,17,12,141.67442682419625,105
1990,5,17,18,139.89503029366415,104
1990,5,18,0,138.29908483372208,102
1990,5,18,6,138.39831571312865,101
1990,5,18,12,136.79593780057434,99.6
1990,5,18,18,135.2230429254632,95.8
1990,5,19,0,133.81025058791164,92
1990,5,19,6,132.68395337011512,87.2
1990,5,19,12,131.47641464075153,83.7
1990,5,19,18,130.3885809559609,82.6
1990,5,20,0,129.16450775279728,81.5
1990,5,20,6,125.86280811886132,83.7
1990,5,20,12,124.34081787317584,84.9
1990,5,20,18,122.89496177568253,86
1990,5,21,0,121.64815727591036,87.2
1990,5,21,6,117.94493616821083,89.6
1990,5,21,12,116.63982091979481,90.8
1990,5,21,18,115.38887157226435,88.4
1990,5,22,0,114.57668934042752,90.8
1990,5,22,6,113.24360322635829,92
1990,5,22,12,112.79792988626079,93.2
1990,5,22,18,111.93454329672961,88.4
1990,5,23,0,111.52337466352384,87.2
1990,5,23,6,113.30648717873069,90.8
1990,5,23,12,112.644096855794,89.6
1990,5,23,18,111.17119082223223,84.9
1990,5,24,0,109.94182872774974,86
1990,5,24,6,114.75436473449793,90.8
1990,5,24,12,115.65901138989597,93.2
1990,5,24,18,115.74915798351024,87.2
1990,5,25,0,113.9647675521441,81.5
1990,5,25,6,108.28254726264868,83.7
1990,5,25,12,106.26930542439926,87.2
1990,5,25,18,104.75026970619278,89.6
1990,5,26,0,103.66648558373363,90.8
1990,5,26,6,102.19889283454063,90.8
1990,5,26,12,102.27206817361585,99.6
1990,5,26,18,101.59630604678524,102
1990,5,27,0,100.59691206359228,101
1990,5,27,6,98.92947360328002,101
1990,5,27,12,98.11969218054723,102
1990,5,27,18,97.99307066832269,101
1990,5,28,0,98.19929332044426,104
1990,5,28,6,105.23863101046291,104
1990,5,28,12,108.94889650747169,113
1990,5,28,18,110.16340240436142,114
1990,5,29,0,111.69390772172493,117
1990,5,29,6,118.83663550615147,123
1990,5,29,12,133.7009172868385,139
1990,5,29,18,147.6891876912867,135
1990,5,30,0,160.55403794636106,146
1990,5,30,6,167.03849600716435,152
1990,5,30,12,172.74783162989374,157
1990,5,30,18,174.81079148196687,163
1990,5,31,0,186.84798265494462,170
1990,5,31,6,209.8015881716374,195
1990,5,31,12,231.41624329365916,206
1990,5,31,18,246.74255866292333,217
1990,6,1,0,260.79805897008214,229
1990,6,1,6,270.50658972201865,247
1990,6,1,12,275.9736635113624,270
1990,6,1,18,275.79745343772504,243
1990,6,2,0,272.2772036029288,237
1990,6,2,6,265.278828304855,235
1990,6,2,12,262.21387585503794,229
1990,6,2,18,258.33970933779244,219
1990,6,3,0,254.2514587736026,215
1990,6,3,6,245.01011160385886,211
1990,6,3,12,240.53870632627135,206
1990,6,3,18,236.15514365555674,198
1990,6,4,0,232.10833182709496,193
1990,6,4,6,228.78095848623047,191
1990,6,4,12,224.73207337394658,182
1990,6,4,18,220.7797687959891,170
1990,6,5,0,217.1373793323829,168
1990,6,5,6,212.62587759617904,168
1990,6,5,12,208.9431431079791,160
1990,6,5,18,205.35049568801517,153
1990,6,6,0,202.04780154667387,153
1990,6,6,6,197.87677941379212,157
1990,6,6,12,194.56746293393834,158
1990,6,6,18,191.3233812945433,153
1990,6,7,0,188.32730531852286,153
1990,6,7,6,185.13466445849872,155
1990,6,7,12,182.11252815975652,155
1990,6,7,18,179.1601787610145,152
1990,6,8,0,176.45596159718363,149
1990,6,8,6,169.0772435883758,152
1990,6,8,12,166.2219380489177,153
1990,6,8,18,163.46683367281463,147
1990,6,9,0,160.97085515439574,144
1990,6,9,6,157.8255473310653,147
1990,6,9,12,155.22778908100452,152
1990,6,9,18,158.3402382691548,147
