name,lower,optimal,upper
mat_adj_01_TLMO3-2,-1.44815637969999,0.16362689,3.46402785106974
mat_adj_02_TLMO3-2,-2.0684775736,-0.3204386,2.38805855652561
mat_adj_03_TLMO3-2,-1.8507092491,-1.5840894,1.71027746428537
mat_adj_04_TLMO3-2,-1.825500945,0.59100348,1.86516282137369
mat_adj_05_TLMO3-2,-1.721716331,0.21974723,1.32486475047948
mat_adj_06_TLMO3-2,-2.188880515,-1.0886466,1.04373918636067
mat_adj_07_TLMO3-2,-2.643607247,0.32627088,0.333167180509702
mat_adj_08_TLMO3-2,-2.16590138,-0.83481096,0.226905759954339
mat_adj_09_TLMO3-2,-3.133067428,-0.3857105,1.17272995555665
mat_adj_10_TLMO3-2,-2.301168335,0.8867658,2.16442184000004
mat_adj_11_TLMO3-2,-2.12861364,-1.0512936,2.19981667285807
mat_adj_12_TLMO3-2,-1.021350002,1.6077344,2.03719371498897
pet_adj_01_TLMO3-2,0.271954252324842,0.5333052,2.92047732608908
pet_adj_02_TLMO3-2,0.534717371448829,1.3388387,1.79152931714623
pet_adj_03_TLMO3-2,0.84987496013527,1.3148677,1.46709633765078
pet_adj_04_TLMO3-2,0.949303225991272,1.2074385,1.2244043836796
pet_adj_05_TLMO3-2,0.869581430685062,0.89772566,1.11760528766565
pet_adj_06_TLMO3-2,0.842787695231587,0.95176486,1.11406946090723
pet_adj_07_TLMO3-2,0.836354001869639,1.0217734,1.16495738828535
pet_adj_08_TLMO3-2,0.789300530719046,1.1797408,1.18500656199399
pet_adj_09_TLMO3-2,0.783150020501609,0.97688113,1.28745251588132
pet_adj_10_TLMO3-2,0.641057151472874,0.92625029,1.44740464654024
pet_adj_11_TLMO3-2,0.384788935941895,1.49788,2.10787313554132
pet_adj_12_TLMO3-2,0.133205948930225,0.63714376,2.84079321459632
ptps_adj_01_TLMO3-2,0.109385071273681,2.3369115,4.7617235180431
ptps_adj_02_TLMO3-2,0.0239665705692702,2.1921367,4.4743960815523
ptps_adj_03_TLMO3-2,0.00238040653805488,13.115527,20
ptps_adj_04_TLMO3-2,0,3.7081876,4.73732819356603
ptps_adj_05_TLMO3-2,0,19.282607,20
ptps_adj_06_TLMO3-2,0.34,0.40363092,1.1
ptps_adj_07_TLMO3-2,0.9,0.91429234,1.1
ptps_adj_08_TLMO3-2,0.9,1.0938599,1.1
ptps_adj_09_TLMO3-2,0.9,1.0063812,1.1
ptps_adj_10_TLMO3-2,0,0.18396977,1.59344740217119
ptps_adj_11_TLMO3-2,0,10.351318,20
ptps_adj_12_TLMO3-2,0.0226387298129261,7.7478879,20
