x,y
0,0
0.1,0.266475337946556
0.2,0.333729063247827
0.3,0.380691867613655
0.4,0.418048516841228
0.5,0.450086260669937
0.6,0.480672106943341
0.7,0.517459566477957
0.8,0.579131305665291
0.9,0.709100895274911
1,1
