x,y
0,0
0.1,0.168886112692761
0.2,0.192465033147496
0.3,0.211188393418626
0.4,0.233747516008916
0.5,0.267905961555889
0.6,0.322737514631831
0.7,0.409189548952951
0.8,0.540312552254807
0.9,0.73138565322005
1,1
