y
11766.5242971506
11521.3805241393
10635.0404392394
9582.60778509593
8520.79888312778
7513.48122627997
6587.08285520021
5750.54015650638
5004.04914115483
4343.38282833757
3762.1797850781
3253.20827645184
2809.07635404546
2422.62757852321
2087.15261183411
1796.49097069016
1545.0669043558
1327.88612137772
1140.50991248287
979.017023569275
839.959773499195
720.318463190797
617.456549762008
529.0780416579
453.187910694752
388.055890779536
332.183761161922
284.276042572645
243.213933212701
208.03225538067
177.899157139407
152.098306389261
130.013319948265
111.114182935202
94.9454306636396
81.1158842107782
69.2897503910296
59.1789161172966
50.5362855014169
43.150025198007
36.8385992653927
31.4464891450629
26.8405072602161
22.9066242627023
19.5472402009877
16.6788389389811
14.2299731316672
12.139534063627
10.3552667822708
8.83249630480754
7.53303533546977
6.42424797860242
5.47824744753459
4.67120881483632
3.98278048566382
3.39558035483501
2.89476457638211
2.467658572392
2.10344137176864
1.79287563046984
