y
16543.6576451897
13151.108170617
10395.0148769241
8197.42419364586
6456.18581604105
5080.71013194939
3996.05202820377
3141.67282479514
2469.19659972633
1940.18798640934
1524.21323816056
1197.22685853928
940.258760189775
738.358724378944
579.753728584166
455.178222675928
357.343447777811
280.517806324712
220.195543490408
172.835447485914
135.65494734326
106.467971591987
83.5573348484753
65.5743426223867
51.4598368053006
40.3821210352755
31.6881691266769
24.8652821806289
19.5109621869091
15.3092450676968
12.0121106916862
9.42488248835404
7.39476165187141
5.8018237985585
4.55194981499975
3.5712757873546
2.80183587100821
2.19814189624932
1.7244984703206
1.35289552649384
