month,basin,zone,lower,upper,variable
2,VICM8,VICM8-1,-4.75714285714286,-3.81283783783784,mat
3,VICM8,VICM8-1,-1.32557142857143,0.0683783783783783,mat
4,VICM8,VICM8-1,1.27028571428571,3.80837837837838,mat
5,VICM8,VICM8-1,5.46685714285714,8.49824324324325,mat
6,VICM8,VICM8-1,10.1975302083334,13.1048648648649,mat
7,VICM8,VICM8-1,14.41625,18.4485714285714,mat
8,VICM8,VICM8-1,13.6855252016129,18.2505714285714,mat
9,VICM8,VICM8-1,9.29043354166664,12.6877142857143,mat
10,VICM8,VICM8-1,3.76077817177066,5.47621621621622,mat
11,VICM8,VICM8-1,-3.16455882352941,-1.67902777777778,mat
12,VICM8,VICM8-1,-7.6275,-5.90944444444445,mat
1,VIDO3,VIDO3-1,-0.451285714285714,1.42405405405405,mat
2,VIDO3,VIDO3-1,0.0192857142857142,2.08256756756757,mat
3,VIDO3,VIDO3-1,1.575,3.8277027027027,mat
4,VIDO3,VIDO3-1,3.37757142857143,6.06635135135135,mat
5,VIDO3,VIDO3-1,7.00457142857143,9.88513513513513,mat
6,VIDO3,VIDO3-1,10.6406225,13.5567567567568,mat
7,VIDO3,VIDO3-1,14.415,18.3075675675676,mat
8,VIDO3,VIDO3-1,14.1170931451613,18.5585714285714,mat
9,VIDO3,VIDO3-1,11.2322066666667,15.3286486486487,mat
10,VIDO3,VIDO3-1,6.82355173842967,9.63094594594595,mat
11,VIDO3,VIDO3-1,1.83176470588235,3.62236111111111,mat
12,VIDO3,VIDO3-1,-1.11970588235294,0.818888888888889,mat
1,WANQ2,WANQ2-1,-4.89214285714286,-4.15861111111111,mat
2,WANQ2,WANQ2-1,-3.08185714285714,-2.30388888888889,mat
3,WANQ2,WANQ2-1,-0.0376163306451787,1.66527777777778,mat
4,WANQ2,WANQ2-1,3.45437062499999,5.86972222222222,mat
5,WANQ2,WANQ2-1,7.70634798387101,10.7402777777778,mat
6,WANQ2,WANQ2-1,11.136015,15.0432857142857,mat
7,WANQ2,WANQ2-1,14.9836129032259,20.0734285714286,mat
8,WANQ2,WANQ2-1,14.5452457661291,20.185,mat
9,WANQ2,WANQ2-1,10.0662608333334,14.5137142857143,mat
10,WANQ2,WANQ2-1,4.138322887405,6.61257142857143,mat
11,WANQ2,WANQ2-1,-1.33147058823529,-0.814,mat
12,WANQ2,WANQ2-1,-5.74014705882353,-5.06628571428571,mat
1,WANW1,WANW1-1,-2.65982615419093,-1.91583333333333,mat
2,WANW1,WANW1-1,-0.503198451327435,0.788333333333334,mat
3,WANW1,WANW1-1,3.43071512096769,5.60694444444444,mat
4,WANW1,WANW1-1,7.1955233333333,9.867,mat
5,WANW1,WANW1-1,11.5461419354839,15.7017142857143,mat
6,WANW1,WANW1-1,15.2002702702703,20.3782857142857,mat
7,WANW1,WANW1-1,19.04625,25.0281428571429,mat
8,WANW1,WANW1-1,18.6774324324324,24.7122857142857,mat
9,WANW1,WANW1-1,14.13009,19.2217142857143,mat
10,WANW1,WANW1-1,7.98244980428272,11.308,mat
11,WANW1,WANW1-1,1.48540135714286,2.48308823529412,mat
12,WANW1,WANW1-1,-3.20558823529412,-2.64314285714286,mat
1,WCHW1,WCHW1-1,-2.81957142857143,-0.822027027027027,mat
2,WCHW1,WCHW1-1,-2.26285714285714,0.0713513513513513,mat
3,WCHW1,WCHW1-1,-0.536142857142857,2.20916666666667,mat
4,WCHW1,WCHW1-1,1.29857142857143,5.01689189189189,mat
5,WCHW1,WCHW1-1,4.48714285714286,9.00662162162162,mat
6,WCHW1,WCHW1-1,8.00485714285714,12.0093243243243,mat
7,WCHW1,WCHW1-1,11.943,16.1506756756757,mat
8,WCHW1,WCHW1-1,12.5794285714286,16.5639189189189,mat
9,WCHW1,WCHW1-1,9.61094229166665,13.3322972972973,mat
10,WCHW1,WCHW1-1,4.40614285714286,7.24067567567568,mat
11,WCHW1,WCHW1-1,-1.32088235294118,1.14277777777778,mat
12,WCHW1,WCHW1-1,-3.86338235294118,-1.55069444444444,mat
1,WDHN2,WDHN2-1,-4.91914285714286,-4.08222222222222,mat
2,WDHN2,WDHN2-1,-4.05257142857143,-2.87833333333333,mat
3,WDHN2,WDHN2-1,-0.863160282258063,0.763888888888889,mat
4,WDHN2,WDHN2-1,2.19640354166664,4.32666666666667,mat
5,WDHN2,WDHN2-1,6.71370241935483,10.1797142857143,mat
6,WDHN2,WDHN2-1,11.0111408333334,16.5927142857143,mat
7,WDHN2,WDHN2-1,15.8286965725807,22.6537142857143,mat
8,WDHN2,WDHN2-1,15.0839129032258,22.1178571428571,mat
9,WDHN2,WDHN2-1,10.6768610416666,16.6681428571429,mat
10,WDHN2,WDHN2-1,5.1276951876583,8.92571428571429,mat
11,WDHN2,WDHN2-1,-0.939200785714288,-0.00152777777777796,mat
12,WDHN2,WDHN2-1,-5.15382352941177,-4.40314285714286,mat
1,WEII1,WEII1-1,-2.29574509188707,-1.837,mat
2,WEII1,WEII1-1,0.345526106194694,1.46928571428571,mat
3,WEII1,WEII1-1,4.39381229838714,6.90014285714286,mat
4,WEII1,WEII1-1,7.76847166666667,11.4007142857143,mat
5,WEII1,WEII1-1,12.1378713709677,17.0311428571429,mat
6,WEII1,WEII1-1,16.36817125,22.572,mat
7,WEII1,WEII1-1,20.7476106854837,28.1835714285714,mat
8,WEII1,WEII1-1,19.7563562500001,27.4591428571429,mat
9,WEII1,WEII1-1,14.65360875,21.3007142857143,mat
10,WEII1,WEII1-1,8.56757248445781,13.4687142857143,mat
11,WEII1,WEII1-1,2.46388221428566,4.71867647058824,mat
12,WEII1,WEII1-1,-1.96550460829494,-1.65808823529412,mat
1,WELW1,WELW1-1,-3.41871428571429,-3.09222222222222,mat
2,WELW1,WELW1-1,-1.22785714285714,-0.259722222222222,mat
3,WELW1,WELW1-1,2.95071428571429,4.84916666666667,mat
4,WELW1,WELW1-1,6.99982208333341,9.35916666666667,mat
5,WELW1,WELW1-1,11.3577350806451,14.5844285714286,mat
6,WELW1,WELW1-1,14.6918918918919,19.3097142857143,mat
7,WELW1,WELW1-1,18.4852702702703,24.0098571428571,mat
8,WELW1,WELW1-1,18.2213513513514,23.8448571428571,mat
9,WELW1,WELW1-1,13.8295945945946,18.3825714285714,mat
10,WELW1,WELW1-1,7.56,10.4107142857143,mat
11,WELW1,WELW1-1,1.07,1.59657142857143,mat
12,WELW1,WELW1-1,-3.96529411764706,-3.63942857142857,mat
1,WFBM8,WFBM8-1,-7.58442857142857,-5.66054054054054,mat
2,WFBM8,WFBM8-1,-5.85642857142857,-4.73743243243243,mat
3,WFBM8,WFBM8-1,-2.376,-0.993055555555556,mat
4,WFBM8,WFBM8-1,0.0758571428571429,2.62166666666667,mat
5,WFBM8,WFBM8-1,4.221,7.50444444444444,mat
6,WFBM8,WFBM8-1,9.11658333333337,12.2711111111111,mat
7,WFBM8,WFBM8-1,13.6431889112903,17.8077777777778,mat
8,WFBM8,WFBM8-1,12.9054655241936,17.1294444444444,mat
9,WFBM8,WFBM8-1,8.41895541666673,11.7275714285714,mat
10,WFBM8,WFBM8-1,2.72494862997928,4.47432432432432,mat
11,WFBM8,WFBM8-1,-4.37161764705882,-2.77291666666667,mat
12,WFBM8,WFBM8-1,-9.09,-6.53125,mat
1,WGCM8,WGCM8-1,-7.01228571428571,-6.22416666666667,mat
2,WGCM8,WGCM8-1,-6.00814285714286,-5.27083333333334,mat
3,WGCM8,WGCM8-1,-2.66933790322583,-1.59805555555556,mat
4,WGCM8,WGCM8-1,0.561857142857143,2.75916666666667,mat
5,WGCM8,WGCM8-1,4.57842857142857,7.60833333333334,mat
6,WGCM8,WGCM8-1,8.60919895833333,11.7241666666667,mat
7,WGCM8,WGCM8-1,12.634035483871,16.863,mat
8,WGCM8,WGCM8-1,12.0525679435483,16.7922857142857,mat
9,WGCM8,WGCM8-1,7.73270291666661,11.0251428571429,mat
10,WGCM8,WGCM8-1,2.37479785862309,3.80111111111111,mat
11,WGCM8,WGCM8-1,-3.83029411764706,-2.79085714285714,mat
12,WGCM8,WGCM8-1,-7.8339705882353,-6.908,mat
1,WHBI1,WHBI1-1,-6.41571428571429,-5.775,mat
2,WHBI1,WHBI1-1,-4.98214285714286,-4.26621621621622,mat
3,WHBI1,WHBI1-1,-1.827,-0.715,mat
4,WHBI1,WHBI1-1,0.595285714285715,2.86297297297297,mat
5,WHBI1,WHBI1-1,4.58357142857143,7.7445945945946,mat
6,WHBI1,WHBI1-1,9.55375,12.4686486486487,mat
7,WHBI1,WHBI1-1,13.6375,18.0195714285714,mat
8,WHBI1,WHBI1-1,13.0825,17.7241428571429,mat
9,WHBI1,WHBI1-1,9.03,12.3985714285714,mat
10,WHBI1,WHBI1-1,3.42755871517383,5.25918918918919,mat
11,WHBI1,WHBI1-1,-3.555,-2.25194444444444,mat
12,WHBI1,WHBI1-1,-7.73205882352941,-6.44722222222222,mat
1,WHRM8,WHRM8-1,-5.71371428571429,-5.27083333333333,mat
2,WHRM8,WHRM8-1,-4.32357920353983,-3.4925,mat
3,WHRM8,WHRM8-1,-1.37676935483872,1.15194444444444,mat
4,WHRM8,WHRM8-1,2.64206083333337,5.94,mat
5,WHRM8,WHRM8-1,6.95683770161289,11.0152777777778,mat
6,WHRM8,WHRM8-1,10.3848572916666,14.9875,mat
7,WHRM8,WHRM8-1,14.1,19.4401428571429,mat
8,WHRM8,WHRM8-1,13.4648046370968,19.4621428571429,mat
9,WHRM8,WHRM8-1,8.90880958333331,13.662,mat
10,WHRM8,WHRM8-1,3.28724367948419,6.13485714285714,mat
11,WHRM8,WHRM8-1,-2.03248285714283,-0.971142857142857,mat
12,WHRM8,WHRM8-1,-6.395,-5.77342857142857,mat
1,WILW1,WILW1-1,3.38105896458988,5.05405405405406,mat
2,WILW1,WILW1-1,4.1717975663717,5.73932432432433,mat
3,WILW1,WILW1-1,5.7775,7.30608108108108,mat
4,WILW1,WILW1-1,7.3725,9.43621621621622,mat
5,WILW1,WILW1-1,9.91375,12.5924005600358,mat
6,WILW1,WILW1-1,12.04875,15.4573194212964,mat
7,WILW1,WILW1-1,14.19375,18.2725714285714,mat
8,WILW1,WILW1-1,14.43125,19.0567142857143,mat
9,WILW1,WILW1-1,12.2484575,16.929,mat
10,WILW1,WILW1-1,9.05726076444846,11.9538571428571,mat
11,WILW1,WILW1-1,5.49794117647059,7.09194444444445,mat
12,WILW1,WILW1-1,3.02294117647059,4.52986111111111,mat
1,WLAO3,WLAO3-1,3.45409269385925,5.56263888888889,mat
2,WLAO3,WLAO3-1,4.22805995575221,6.27445945945946,mat
3,WLAO3,WLAO3-1,5.3875,7.61527027027027,mat
4,WLAO3,WLAO3-1,6.865,9.38864864864865,mat
5,WLAO3,WLAO3-1,9.5375,12.5786486486487,mat
6,WLAO3,WLAO3-1,11.915,15.5271291898149,mat
7,WLAO3,WLAO3-1,14.8875,19.0286208109319,mat
8,WLAO3,WLAO3-1,15.2375,19.569,mat
9,WLAO3,WLAO3-1,13.5375,17.6,mat
10,WLAO3,WLAO3-1,9.6025,12.661,mat
11,WLAO3,WLAO3-1,5.54142857142857,7.65442857142857,mat
12,WLAO3,WLAO3-1,3.10667827188939,4.95,mat
1,WLSO3,WLSO3-1,3.79198783056921,5.49694444444445,mat
2,WLSO3,WLSO3-1,4.80393539823013,6.85055555555556,mat
3,WLSO3,WLSO3-1,6.60111028225807,9.05055555555556,mat
4,WLSO3,WLSO3-1,8.24598458333331,11.2627777777778,mat
5,WLSO3,WLSO3-1,11.3801320564517,14.6941666666667,mat
6,WLSO3,WLSO3-1,14.06448625,17.9802857142857,mat
7,WLSO3,WLSO3-1,16.9882002016129,22.1492857142857,mat
8,WLSO3,WLSO3-1,16.886437701613,22.748,mat
9,WLSO3,WLSO3-1,14.4761597916666,19.789,mat
10,WLSO3,WLSO3-1,10.3333339396731,13.9134285714286,mat
11,WLSO3,WLSO3-1,6.30257121428569,8.184,mat
12,WLSO3,WLSO3-1,3.38441370967742,4.89342857142857,mat
1,WNRO3,WNRO3-1,1.04014285714286,3.60175675675676,mat
2,WNRO3,WNRO3-1,1.70742857142857,4.20081081081081,mat
3,WNRO3,WNRO3-1,3.17828571428571,5.65013513513514,mat
4,WNRO3,WNRO3-1,4.99114285714286,7.78027027027027,mat
5,WNRO3,WNRO3-1,8.48314285714286,11.6154054054054,mat
6,WNRO3,WNRO3-1,11.9119466666666,15.2483783783784,mat
7,WNRO3,WNRO3-1,15.7265502016128,19.7895945945946,mat
8,WNRO3,WNRO3-1,15.2814010080646,19.8062857142857,mat
9,WNRO3,WNRO3-1,12.4723241666666,16.9191891891892,mat
10,WNRO3,WNRO3-1,7.99300216440243,11.4236486486486,mat
11,WNRO3,WNRO3-1,3.29955882352941,5.43888888888889,mat
12,WNRO3,WNRO3-1,0.412941176470588,2.96388888888889,mat
1,WRAW1,WRAW1-1,2.46085714285714,4.50083333333333,mat
2,WRAW1,WRAW1-1,3.10371428571429,5.35283783783784,mat
3,WRAW1,WRAW1-1,4.752,7.38040540540541,mat
4,WRAW1,WRAW1-1,6.714,9.69486486486487,mat
5,WRAW1,WRAW1-1,9.71614285714286,13.1866216216216,mat
6,WRAW1,WRAW1-1,12.3325,16.1343243243243,mat
7,WRAW1,WRAW1-1,15.0375,19.1995833333333,mat
8,WRAW1,WRAW1-1,15.195,19.4593055555556,mat
9,WRAW1,WRAW1-1,12.6403637500001,16.4618055555556,mat
10,WRAW1,WRAW1-1,8.5425,11.4323611111111,mat
11,WRAW1,WRAW1-1,4.30941176470588,6.77757142857143,mat
12,WRAW1,WRAW1-1,1.63058823529412,3.92180555555556,mat
1,WRMO3,WRMO3-1,-2.91344341102642,-2.29472222222222,mat
2,WRMO3,WRMO3-1,-0.871225663716819,0.52472972972973,mat
3,WRMO3,WRMO3-1,2.48939999999996,4.86824324324325,mat
4,WRMO3,WRMO3-1,5.6881079166667,9.00742857142857,mat
5,WRMO3,WRMO3-1,9.98665282258068,14.5592857142857,mat
6,WRMO3,WRMO3-1,14.2111883333333,19.998,mat
7,WRMO3,WRMO3-1,18.89,25.9097142857143,mat
8,WRMO3,WRMO3-1,17.8918810483871,25.2167142857143,mat
9,WRMO3,WRMO3-1,13.1392295833334,19.646,mat
10,WRMO3,WRMO3-1,7.26942765369558,12.0481428571429,mat
11,WRMO3,WRMO3-1,1.25780635714287,3.17382352941176,mat
12,WRMO3,WRMO3-1,-2.86293815668197,-2.37569444444444,mat
1,WSLO3,WSLO3-1,3.84897767817122,5.41671428571429,mat
2,WSLO3,WSLO3-1,4.86017898230095,6.8475,mat
3,WSLO3,WSLO3-1,6.79573891129033,9.18194444444444,mat
4,WSLO3,WSLO3-1,8.49981791666667,11.5163888888889,mat
5,WSLO3,WSLO3-1,11.6863500000001,15.0394444444444,mat
6,WSLO3,WSLO3-1,14.2747675000001,18.2505714285714,mat
7,WSLO3,WSLO3-1,17.0639379032257,22.4337142857143,mat
8,WSLO3,WSLO3-1,16.9739780241935,23.0198571428571,mat
9,WSLO3,WSLO3-1,14.5460097916667,19.8911428571429,mat
10,WSLO3,WSLO3-1,10.4174139995395,13.9212857142857,mat
11,WSLO3,WSLO3-1,6.38197328571427,8.18085714285714,mat
12,WSLO3,WSLO3-1,3.42873476958529,4.82777777777778,mat
1,WSNO3,WSNO3-1,3.57171428571429,5.64567567567568,mat
2,WSNO3,WSNO3-1,4.572,6.83635135135135,mat
3,WSNO3,WSNO3-1,6.00494556451614,8.55027027027027,mat
4,WSNO3,WSNO3-1,7.85555437500005,10.6105405405405,mat
5,WSNO3,WSNO3-1,11.088,14.2093243243243,mat
6,WSNO3,WSNO3-1,13.9937142857143,17.7252777777778,mat
7,WSNO3,WSNO3-1,17.5358571428571,21.9190277777778,mat
8,WSNO3,WSNO3-1,17.3568874999999,21.9098611111111,mat
9,WSNO3,WSNO3-1,14.6141316666667,19.0598571428571,mat
10,WSNO3,WSNO3-1,10.2207201703891,13.59875,mat
11,WSNO3,WSNO3-1,5.76264705882353,7.96085714285714,mat
12,WSNO3,WSNO3-1,2.96338235294118,5.06152777777778,mat
1,WSRI1,WSRI1-1,-3.52671428571429,-3.35194444444445,mat
2,WSRI1,WSRI1-1,-1.56342857142857,-0.485833333333334,mat
3,WSRI1,WSRI1-1,2.14529778225802,4.53824324324324,mat
4,WSRI1,WSRI1-1,5.50733000000005,8.59527777777778,mat
5,WSRI1,WSRI1-1,9.86344879032254,13.6186111111111,mat
6,WSRI1,WSRI1-1,14.0745220833333,18.425,mat
7,WSRI1,WSRI1-1,18.7363768145162,23.9674285714286,mat
8,WSRI1,WSRI1-1,18.0561131048387,23.5714285714286,mat
9,WSRI1,WSRI1-1,13.2413739583333,17.8215714285714,mat
10,WSRI1,WSRI1-1,7.01064066313612,10.3431428571429,mat
11,WSRI1,WSRI1-1,0.936685714285677,2.10222222222222,mat
12,WSRI1,WSRI1-1,-3.7125,-3.21444444444445,mat
1,WTHW1,WTHW1-1,-5.44371428571429,-4.73305555555556,mat
2,WTHW1,WTHW1-1,-4.356,-3.23583333333333,mat
3,WTHW1,WTHW1-1,-1.81671428571429,0.00611111111111143,mat
4,WTHW1,WTHW1-1,0.844714285714286,3.73083333333333,mat
5,WTHW1,WTHW1-1,4.51285714285714,8.33861111111111,mat
6,WTHW1,WTHW1-1,8.33062187500009,11.9594444444444,mat
7,WTHW1,WTHW1-1,12.58,16.4541666666667,mat
8,WTHW1,WTHW1-1,12.5884074596775,16.4725,mat
9,WTHW1,WTHW1-1,8.81304354166677,12.0236111111111,mat
10,WTHW1,WTHW1-1,3.18338952337096,5.06611111111111,mat
11,WTHW1,WTHW1-1,-3.64764705882353,-1.94542857142857,mat
12,WTHW1,WTHW1-1,-6.86,-5.66342857142857,mat
1,WTLO3,WTLO3-1,2.82775017929176,4.64378378378379,mat
2,WTLO3,WTLO3-1,3.57348561946901,5.70930555555556,mat
3,WTLO3,WTLO3-1,5.02372116935486,7.73567567567568,mat
4,WTLO3,WTLO3-1,6.7817625,9.79891891891892,mat
5,WTLO3,WTLO3-1,9.89550705645159,12.9740540540541,mat
6,WTLO3,WTLO3-1,12.8344756250001,16.2952777777778,mat
7,WTLO3,WTLO3-1,15.9622481854838,20.4238571428571,mat
8,WTLO3,WTLO3-1,15.7542366935485,20.9581428571429,mat
9,WTLO3,WTLO3-1,13.0344139583333,17.8247142857143,mat
10,WTLO3,WTLO3-1,8.9473268938521,12.3168571428571,mat
11,WTLO3,WTLO3-1,5.04706028571435,7.02777777777778,mat
12,WTLO3,WTLO3-1,2.35323529411765,4.30527777777778,mat
1,WYDW1,WYDW1-1,1.5075,3.77972222222222,mat
2,WYDW1,WYDW1-1,1.98375,4.52222222222222,mat
3,WYDW1,WYDW1-1,3.295,6.18138888888889,mat
4,WYDW1,WYDW1-1,4.96289416666667,8.28666666666667,mat
5,WYDW1,WYDW1-1,7.76625,11.6202777777778,mat
6,WYDW1,WYDW1-1,10.10875,14.3794444444444,mat
7,WYDW1,WYDW1-1,12.765,17.6597142857143,mat
8,WYDW1,WYDW1-1,13.13875,18.2662857142857,mat
9,WYDW1,WYDW1-1,11.09125,15.587,mat
10,WYDW1,WYDW1-1,6.96625,10.3338888888889,mat
11,WYDW1,WYDW1-1,3.19885714285714,5.698,mat
12,WYDW1,WYDW1-1,0.84,3.08942857142857,mat
1,ABOM8,ABOM8-1,0.728789394717,9.5476023018973,pet
2,ABOM8,ABOM8-1,1.00716028074272,16.5432581497135,pet
3,ABOM8,ABOM8-1,17.603280851915,39.0124835837297,pet
4,ABOM8,ABOM8-1,52.9288952215,76.3890475645,pet
5,ABOM8,ABOM8-1,76.997949509,127.254549902944,pet
6,ABOM8,ABOM8-1,91.981922335,148.206935262222,pet
7,ABOM8,ABOM8-1,101.4064698435,191.112552093833,pet
8,ABOM8,ABOM8-1,80.1401930975,169.759036112722,pet
9,ABOM8,ABOM8-1,46.245787874,110.015831685222,pet
10,ABOM8,ABOM8-1,18.93576881495,61.9163859318889,pet
11,ABOM8,ABOM8-1,3.42768408186549,13.9616673296222,pet
12,ABOM8,ABOM8-1,0,8.05650451815,pet
1,ACAW1,ACAW1-1,0.81894234376685,12.3365450863838,pet
2,ACAW1,ACAW1-1,5.3934418039,20.8051164136973,pet
3,ACAW1,ACAW1-1,22.9683775074,44.7747341535389,pet
4,ACAW1,ACAW1-1,52.862442027,83.3094163684444,pet
5,ACAW1,ACAW1-1,83.1332595478378,125.738872657444,pet
6,ACAW1,ACAW1-1,96.9002596535,151.220347306111,pet
7,ACAW1,ACAW1-1,112.0951164875,196.722103612833,pet
8,ACAW1,ACAW1-1,89.0821665775,175.108223076111,pet
9,ACAW1,ACAW1-1,49.3123596555,112.733120785389,pet
10,ACAW1,ACAW1-1,18.0487653248,59.8868549882778,pet
11,ACAW1,ACAW1-1,2.53933306806343,20.4154336357589,pet
12,ACAW1,ACAW1-1,0,10.1872478090778,pet
1,AFRI1,AFRI1-1,0.287286497289585,14.3044304276649,pet
2,AFRI1,AFRI1-1,2.2171059150808,24.1220835977892,pet
3,AFRI1,AFRI1-1,31.5594289435,55.3623733656757,pet
4,AFRI1,AFRI1-1,54.7293381535,104.606907294389,pet
5,AFRI1,AFRI1-1,81.6313437855,151.063378290611,pet
6,AFRI1,AFRI1-1,96.3722535975,186.584906992,pet
7,AFRI1,AFRI1-1,111.3411578735,225.549977285111,pet
8,AFRI1,AFRI1-1,91.825931156,204.762245372667,pet
9,AFRI1,AFRI1-1,56.2318263855,141.013117135,pet
10,AFRI1,AFRI1-1,24.2228466266,85.1557268038889,pet
11,AFRI1,AFRI1-1,6.07959638028,25.4268962258056,pet
12,AFRI1,AFRI1-1,0.190580165228109,13.4406384222,pet
1,AGNO3,AGNO3-1,3.727199390265,32.0589104693,pet
2,AGNO3,AGNO3-1,10.48166328225,45.311376484,pet
3,AGNO3,AGNO3-1,27.306530096,68.0656843887778,pet
4,AGNO3,AGNO3-1,47.76917548,89.5099943491111,pet
5,AGNO3,AGNO3-1,73.431583515,131.650730965838,pet
6,AGNO3,AGNO3-1,92.702418608,159.328013138556,pet
7,AGNO3,AGNO3-1,106.9668516615,192.192325369611,pet
8,AGNO3,AGNO3-1,87.266000093,173.016409138222,pet
9,AGNO3,AGNO3-1,52.2487543415,125.874474713167,pet
10,AGNO3,AGNO3-1,21.76606066515,75.0697145556111,pet
11,AGNO3,AGNO3-1,5.23039937698286,38.5768091701143,pet
12,AGNO3,AGNO3-1,1.78524000090514,29.1186697911372,pet
1,AGSO3,AGSO3-1,5.9497524261,36.4736251024444,pet
2,AGSO3,AGSO3-1,15.3131341692,45.9659504577778,pet
3,AGSO3,AGSO3-1,36.0879295385,65.1845835342778,pet
4,AGSO3,AGSO3-1,58.314149437,85.0788565600541,pet
5,AGSO3,AGSO3-1,82.9891018015,127.073377929568,pet
6,AGSO3,AGSO3-1,96.655974328,155.048757818778,pet
7,AGSO3,AGSO3-1,110.241918708,186.426918554556,pet
8,AGSO3,AGSO3-1,91.9238600305,167.5008483225,pet
9,AGSO3,AGSO3-1,58.140762179,123.415183184944,pet
10,AGSO3,AGSO3-1,26.9293401595,74.4857442633334,pet
11,AGSO3,AGSO3-1,7.99942421448,40.3719977565143,pet
12,AGSO3,AGSO3-1,3.16459227234857,33.3842616162629,pet
1,ALBO3,ALBO3-1,0.0299269874535,26.3226402468333,pet
2,ALBO3,ALBO3-1,5.7045987127,34.8552116232222,pet
3,ALBO3,ALBO3-1,25.4692852564,59.8405552262222,pet
4,ALBO3,ALBO3-1,52.7109625865,84.4439089700556,pet
5,ALBO3,ALBO3-1,82.7146226705,117.132561877833,pet
6,ALBO3,ALBO3-1,95.5602723665,138.233063774056,pet
7,ALBO3,ALBO3-1,104.1566731315,178.770812172333,pet
8,ALBO3,ALBO3-1,81.685419941,162.381135838778,pet
9,ALBO3,ALBO3-1,45.30171026,112.134703883278,pet
10,ALBO3,ALBO3-1,16.45860423665,60.6296887056667,pet
11,ALBO3,ALBO3-1,1.68333459297429,29.4177811577886,pet
12,ALBO3,ALBO3-1,0,21.2998700298057,pet
1,ALFW1,ALFW1-1,0.50356963460751,8.85849703628108,pet
2,ALFW1,ALFW1-1,3.503418180729,16.1132657633676,pet
3,ALFW1,ALFW1-1,20.9087428154,38.0040111071351,pet
4,ALFW1,ALFW1-1,46.30670825,75.1717110002223,pet
5,ALFW1,ALFW1-1,78.3008701315,119.036885609889,pet
6,ALFW1,ALFW1-1,98.8752376695,135.666419082333,pet
7,ALFW1,ALFW1-1,109.2165470605,174.259452209944,pet
8,ALFW1,ALFW1-1,87.5980919485,154.366938464444,pet
9,ALFW1,ALFW1-1,52.0470758015,93.9318641213334,pet
10,ALFW1,ALFW1-1,22.16799492605,45.0927333333889,pet
11,ALFW1,ALFW1-1,3.85087456283143,12.3550108627,pet
12,ALFW1,ALFW1-1,0,7.95508251217778,pet
1,ALPW4,ALPW4-1,0,10.1262765751459,pet
2,ALPW4,ALPW4-1,0,16.1983205074811,pet
3,ALPW4,ALPW4-1,0.86155630546535,38.4953578305406,pet
4,ALPW4,ALPW4-1,24.567100324045,69.1352547023243,pet
5,ALPW4,ALPW4-1,82.6830904755,114.195072592944,pet
6,ALPW4,ALPW4-1,99.6133022335,150.444912110167,pet
7,ALPW4,ALPW4-1,115.300899954,188.715125391222,pet
8,ALPW4,ALPW4-1,95.2140674455,167.4218633395,pet
9,ALPW4,ALPW4-1,57.8709208975,116.616365876389,pet
10,ALPW4,ALPW4-1,25.2118395305,58.1123941643056,pet
11,ALPW4,ALPW4-1,0.567270483817371,16.7645551678,pet
12,ALPW4,ALPW4-1,0,8.71556215566666,pet
1,ALRW1,ALRW1-1,0.91300462786695,16.8945188539111,pet
2,ALRW1,ALRW1-1,7.7306322781,23.4791113658444,pet
3,ALRW1,ALRW1-1,29.50863152745,43.504099936,pet
4,ALRW1,ALRW1-1,55.3356110057838,71.2723735557778,pet
5,ALRW1,ALRW1-1,80.7792074405,106.775681108556,pet
6,ALRW1,ALRW1-1,94.0225182665,123.086743362611,pet
7,ALRW1,ALRW1-1,112.474689424541,142.333795920556,pet
8,ALRW1,ALRW1-1,90.737492896,130.882334994889,pet
9,ALRW1,ALRW1-1,49.869868637,86.4766284109444,pet
10,ALRW1,ALRW1-1,18.140139742,46.1397140520556,pet
11,ALRW1,ALRW1-1,2.22961758458914,21.7758104074343,pet
12,ALRW1,ALRW1-1,0,13.3411174473971,pet
1,ANAW1,ANAW1-1,1.3417399520748,12.0152483994162,pet
2,ANAW1,ANAW1-1,8.0644546991,20.6295318710324,pet
3,ANAW1,ANAW1-1,26.60642569865,43.4339614743784,pet
4,ANAW1,ANAW1-1,49.8440184855,81.3841962327778,pet
5,ANAW1,ANAW1-1,74.8715213895,124.051113107167,pet
6,ANAW1,ANAW1-1,88.817781597,149.917849233778,pet
7,ANAW1,ANAW1-1,98.2285720845,194.660481018056,pet
8,ANAW1,ANAW1-1,77.802629256,174.159690189222,pet
9,ANAW1,ANAW1-1,44.7961790765,113.460630111278,pet
10,ANAW1,ANAW1-1,18.01572413485,61.5060831513333,pet
11,ANAW1,ANAW1-1,3.03493939511143,19.998686147836,pet
12,ANAW1,ANAW1-1,0,9.94825180427222,pet
1,ANTI1,ANTI1-1,0.00531396575,9.70922158681081,pet
2,ANTI1,ANTI1-1,0.00289605530135,16.9073849386378,pet
3,ANTI1,ANTI1-1,6.0566610835675,39.6201337287027,pet
4,ANTI1,ANTI1-1,47.17661830215,72.4177236812433,pet
5,ANTI1,ANTI1-1,84.3480426955,126.728726243167,pet
6,ANTI1,ANTI1-1,97.09096787,157.142179781278,pet
7,ANTI1,ANTI1-1,106.242425564,194.3482350645,pet
8,ANTI1,ANTI1-1,84.036844499,172.831350954167,pet
9,ANTI1,ANTI1-1,46.766551755,117.2834187855,pet
