x,y
0,0
0.1,0.0227993373840578
0.2,0.0701129481583103
0.3,0.135717444376045
0.4,0.217384061871978
0.5,0.313895469955191
0.6,0.424496589677513
0.7,0.548690826845049
0.8,0.686143502512272
0.9,0.836629161703366
1,1
