x,y
0,0
0.1,0.605571377800292
0.2,0.626982276272707
0.3,0.639925152563303
0.4,0.649701898157085
0.5,0.659073780110534
0.6,0.671775621656605
0.7,0.694683696104431
0.8,0.740374901633057
0.9,0.830475073160397
1,1
