name,type,zone,value
pet_lower_11,fa_limit,TLMO3-1,3.78562134453737
pet_upper_11,fa_limit,TLMO3-1,25.6865264975943
pet_lower_12,fa_limit,TLMO3-1,0
pet_upper_12,fa_limit,TLMO3-1,19.1079512850914
ptps_lower_01,fa_limit,TLMO3-1,0.11075175
ptps_upper_01,fa_limit,TLMO3-1,0.257956809772296
ptps_lower_02,fa_limit,TLMO3-1,0.114093
ptps_upper_02,fa_limit,TLMO3-1,0.211648020833333
ptps_lower_03,fa_limit,TLMO3-1,0.0594830769230769
ptps_upper_03,fa_limit,TLMO3-1,0.102281475332068
ptps_lower_04,fa_limit,TLMO3-1,0.0209561538461538
ptps_upper_04,fa_limit,TLMO3-1,0.0410681495098039
ptps_lower_05,fa_limit,TLMO3-1,0.00054
ptps_upper_05,fa_limit,TLMO3-1,0.00483968690702087
ptps_lower_06,fa_limit,TLMO3-1,0
ptps_upper_06,fa_limit,TLMO3-1,8.97517817645613e-06
ptps_lower_07,fa_limit,TLMO3-1,0
ptps_upper_07,fa_limit,TLMO3-1,0
ptps_lower_08,fa_limit,TLMO3-1,0
ptps_upper_08,fa_limit,TLMO3-1,0
ptps_lower_09,fa_limit,TLMO3-1,0
ptps_upper_09,fa_limit,TLMO3-1,0
ptps_lower_10,fa_limit,TLMO3-1,0.000223846153846154
ptps_upper_10,fa_limit,TLMO3-1,0.00385628645956841
ptps_lower_11,fa_limit,TLMO3-1,0.0377492307692308
ptps_upper_11,fa_limit,TLMO3-1,0.104284610294118
ptps_lower_12,fa_limit,TLMO3-1,0.120740769230769
ptps_upper_12,fa_limit,TLMO3-1,0.282010699715371
uztwm,sac,TLMO3-2,-99
uzfwm,sac,TLMO3-2,-99
lztwm,sac,TLMO3-2,-99
lzfpm,sac,TLMO3-2,-99
lzfsm,sac,TLMO3-2,-99
adimp,sac,TLMO3-2,-99
uzk,sac,TLMO3-2,-99
lzpk,sac,TLMO3-2,-99
lzsk,sac,TLMO3-2,-99
zperc,sac,TLMO3-2,-99
rexp,sac,TLMO3-2,-99
pctim,sac,TLMO3-2,-99
pfree,sac,TLMO3-2,-99
riva,sac,TLMO3-2,-99
side,sac,TLMO3-2,0
rserv,sac,TLMO3-2,-99
peadj,sac,TLMO3-2,1
pxadj,sac,TLMO3-2,1
init_uztwc,sac,TLMO3-2,-99
init_uzfwc,sac,TLMO3-2,-99
init_lztwc,sac,TLMO3-2,-99
init_lzfsc,sac,TLMO3-2,-99
init_lzfpc,sac,TLMO3-2,-99
init_adimc,sac,TLMO3-2,-99
zone_area,sac,TLMO3-2,143.895
peadj_10,sac,TLMO3-2,0.7076
peadj_11,sac,TLMO3-2,0.303
peadj_12,sac,TLMO3-2,0.2785
peadj_01,sac,TLMO3-2,0.2863
peadj_02,sac,TLMO3-2,0.2534
peadj_03,sac,TLMO3-2,0.284
peadj_04,sac,TLMO3-2,0.5336
peadj_05,sac,TLMO3-2,0.6535
peadj_06,sac,TLMO3-2,0.7797
peadj_07,sac,TLMO3-2,0.8667
peadj_08,sac,TLMO3-2,0.8364
peadj_09,sac,TLMO3-2,0.8001
scf,snow,TLMO3-2,-99
mfmax,snow,TLMO3-2,-99
mfmin,snow,TLMO3-2,-99
uadj,snow,TLMO3-2,-99
si,snow,TLMO3-2,-99
nmf,snow,TLMO3-2,0.15
tipm,snow,TLMO3-2,0.12
mbase,snow,TLMO3-2,0
plwhc,snow,TLMO3-2,0.12
daygm,snow,TLMO3-2,0
adc_a,snow,TLMO3-2,-99
adc_b,snow,TLMO3-2,-99
adc_c,snow,TLMO3-2,-99
init_swe,snow,TLMO3-2,0
alat,snow,TLMO3-2,45.62
elev,snow,TLMO3-2,705.947
unit_shape,uh,TLMO3-2,-99
unit_scale,uh,TLMO3-2,-99
map_lower_01,fa_limit,TLMO3-2,202.860658902857
map_upper_01,fa_limit,TLMO3-2,465.030558238889
map_lower_02,fa_limit,TLMO3-2,162.497788868571
map_upper_02,fa_limit,TLMO3-2,455.686723738889
map_lower_03,fa_limit,TLMO3-2,179.923085125714
map_upper_03,fa_limit,TLMO3-2,387.152348488889
map_lower_04,fa_limit,TLMO3-2,118.7403137
map_upper_04,fa_limit,TLMO3-2,233.053306505556
map_lower_05,fa_limit,TLMO3-2,71.31688175
map_upper_05,fa_limit,TLMO3-2,148.958718394444
map_lower_06,fa_limit,TLMO3-2,45.136816
map_upper_06,fa_limit,TLMO3-2,116.881588266667
map_lower_07,fa_limit,TLMO3-2,10.96511015
map_upper_07,fa_limit,TLMO3-2,29.71747295
map_lower_08,fa_limit,TLMO3-2,14.59960885
map_upper_08,fa_limit,TLMO3-2,31.2734205055556
map_lower_09,fa_limit,TLMO3-2,47.22951565
map_upper_09,fa_limit,TLMO3-2,106.037414572222
map_lower_10,fa_limit,TLMO3-2,119.382078445714
map_upper_10,fa_limit,TLMO3-2,251.761069022222
map_lower_11,fa_limit,TLMO3-2,225.998121864706
map_upper_11,fa_limit,TLMO3-2,556.56642052
map_lower_12,fa_limit,TLMO3-2,228.308656023529
map_upper_12,fa_limit,TLMO3-2,536.387250457143
mat_lower_01,fa_limit,TLMO3-2,2.47933621694299
mat_upper_01,fa_limit,TLMO3-2,4.675
mat_lower_02,fa_limit,TLMO3-2,3.18580110619472
mat_upper_02,fa_limit,TLMO3-2,5.21583333333333
mat_lower_03,fa_limit,TLMO3-2,4.48270100806455
mat_upper_03,fa_limit,TLMO3-2,6.83257142857143
mat_lower_04,fa_limit,TLMO3-2,5.9213310416667
mat_upper_04,fa_limit,TLMO3-2,8.74185714285714
mat_lower_05,fa_limit,TLMO3-2,8.89875
mat_upper_05,fa_limit,TLMO3-2,12.0528571428571
mat_lower_06,fa_limit,TLMO3-2,11.20125
mat_upper_06,fa_limit,TLMO3-2,14.9662857142857
mat_lower_07,fa_limit,TLMO3-2,13.925
mat_upper_07,fa_limit,TLMO3-2,18.5868571428572
mat_lower_08,fa_limit,TLMO3-2,14.25875
mat_upper_08,fa_limit,TLMO3-2,19.3992857142857
mat_lower_09,fa_limit,TLMO3-2,12.5425
mat_upper_09,fa_limit,TLMO3-2,17.2574285714286
mat_lower_10,fa_limit,TLMO3-2,8.67200377619159
mat_upper_10,fa_limit,TLMO3-2,12.0135714285714
mat_lower_11,fa_limit,TLMO3-2,4.77155635714285
mat_upper_11,fa_limit,TLMO3-2,6.55914285714286
mat_lower_12,fa_limit,TLMO3-2,2.13351615207374
mat_upper_12,fa_limit,TLMO3-2,3.97885714285714
pet_lower_01,fa_limit,TLMO3-2,1.295374425629
pet_upper_01,fa_limit,TLMO3-2,22.4841153765556
pet_lower_02,fa_limit,TLMO3-2,7.68026804431
pet_upper_02,fa_limit,TLMO3-2,29.6330498262944
pet_lower_03,fa_limit,TLMO3-2,27.5092702671
pet_upper_03,fa_limit,TLMO3-2,48.3141977156667
pet_lower_04,fa_limit,TLMO3-2,49.5561053991892
pet_upper_04,fa_limit,TLMO3-2,67.6963669494445
pet_lower_05,fa_limit,TLMO3-2,75.2311137254594
pet_upper_05,fa_limit,TLMO3-2,93.8780524574444
pet_lower_06,fa_limit,TLMO3-2,86.949011141
pet_upper_06,fa_limit,TLMO3-2,108.927647382889
pet_lower_07,fa_limit,TLMO3-2,93.647178085
pet_upper_07,fa_limit,TLMO3-2,134.2911072745
pet_lower_08,fa_limit,TLMO3-2,74.1058960475
pet_upper_08,fa_limit,TLMO3-2,124.243984789833
pet_lower_09,fa_limit,TLMO3-2,44.3438742915
pet_upper_09,fa_limit,TLMO3-2,88.6269745533333
pet_lower_10,fa_limit,TLMO3-2,19.206334714
pet_upper_10,fa_limit,TLMO3-2,49.4567675384445
pet_lower_11,fa_limit,TLMO3-2,3.78562134453737
pet_upper_11,fa_limit,TLMO3-2,25.6865264975943
pet_lower_12,fa_limit,TLMO3-2,0
pet_upper_12,fa_limit,TLMO3-2,19.1079512850914
ptps_lower_01,fa_limit,TLMO3-2,0.11075175
ptps_upper_01,fa_limit,TLMO3-2,0.257956809772296
ptps_lower_02,fa_limit,TLMO3-2,0.114093
ptps_upper_02,fa_limit,TLMO3-2,0.211648020833333
ptps_lower_03,fa_limit,TLMO3-2,0.0594830769230769
ptps_upper_03,fa_limit,TLMO3-2,0.102281475332068
ptps_lower_04,fa_limit,TLMO3-2,0.0209561538461538
ptps_upper_04,fa_limit,TLMO3-2,0.0410681495098039
ptps_lower_05,fa_limit,TLMO3-2,0.00054
ptps_upper_05,fa_limit,TLMO3-2,0.00483968690702087
ptps_lower_06,fa_limit,TLMO3-2,0
ptps_upper_06,fa_limit,TLMO3-2,8.97517817645613e-06
ptps_lower_07,fa_limit,TLMO3-2,0
ptps_upper_07,fa_limit,TLMO3-2,0
ptps_lower_08,fa_limit,TLMO3-2,0
ptps_upper_08,fa_limit,TLMO3-2,0
ptps_lower_09,fa_limit,TLMO3-2,0
ptps_upper_09,fa_limit,TLMO3-2,0
ptps_lower_10,fa_limit,TLMO3-2,0.000223846153846154
ptps_upper_10,fa_limit,TLMO3-2,0.00385628645956841
ptps_lower_11,fa_limit,TLMO3-2,0.0377492307692308
ptps_upper_11,fa_limit,TLMO3-2,0.104284610294118
ptps_lower_12,fa_limit,TLMO3-2,0.120740769230769
ptps_upper_12,fa_limit,TLMO3-2,0.282010699715371
