year,month,day,hour,flow_cfs
1980,11,25,18,19512.332
1980,11,26,0,19624.9
1980,11,26,6,18654.104
1980,11,26,12,17878.875
1980,11,26,18,17592.459
1980,11,27,0,17454.584
1980,11,27,6,17346.848
1980,11,27,12,17248.605
1980,11,27,18,18747.016
1980,11,28,0,22870.004
1980,11,28,6,25127.186
1980,11,28,12,24548.938
1980,11,28,18,22230.822
1980,11,29,0,21412.625
1980,11,29,6,22087.361
1980,11,29,12,22326.426
1980,11,29,18,22362.852
1980,11,30,0,22702.12
1980,11,30,6,22091.246
1980,11,30,12,19748.932
1980,11,30,18,17816.37
1980,12,1,0,17706.75
1980,12,1,6,18732.164
1980,12,1,12,19502.182
1980,12,1,18,19537.787
1980,12,2,0,19111.7
1980,12,2,6,18949.682
1980,12,2,12,19373.93
1980,12,2,18,19703.303
1980,12,3,0,19455.088
1980,12,3,6,18970.057
1980,12,3,12,18774.734
1980,12,3,18,18897.615
1980,12,4,0,19135.615
1980,12,4,6,19303.748
1980,12,4,12,19194.055
1980,12,4,18,18822.494
1980,12,5,0,18475.348
1980,12,5,6,18326.354
1980,12,5,12,18295.785
1980,12,5,18,18231.576
1980,12,6,0,18153.99
1980,12,6,6,17994.049
1980,12,6,12,17631.316
1980,12,6,18,17158.178
1980,12,7,0,16786.037
1980,12,7,6,16502.312
1980,12,7,12,16250.06
1980,12,7,18,16096.05
1980,12,8,0,15953.406
1980,12,8,6,15856.401
1980,12,8,12,15913.257
1980,12,8,18,15889.803
1980,12,9,0,15678.604
1980,12,9,6,15483.2705
1980,12,9,12,15356.073
1980,12,9,18,15119.569
1980,12,10,0,14927.939
1980,12,10,6,15265.549
1980,12,10,12,15599.543
1980,12,10,18,15561.019
1980,12,11,0,16094.123
1980,12,11,6,16557.455
1980,12,11,12,17221.857
1980,12,11,18,18176.219
1980,12,12,0,19528.756
1980,12,12,6,20561.566
1980,12,12,12,20799.402
1980,12,12,18,20525.99
1980,12,13,0,20205.775
1980,12,13,6,19881.287
1980,12,13,12,19416.908
1980,12,13,18,18853.537
1980,12,14,0,18290.574
1980,12,14,6,17600.533
1980,12,14,12,16682.004
1980,12,14,18,16292.814
1980,12,15,0,16973.75
1980,12,15,6,17854.387
1980,12,15,12,19123.031
1980,12,15,18,20733.885
1980,12,16,0,23214.158
1980,12,16,6,26017.512
1980,12,16,12,27407.777
1980,12,16,18,27485.03
1980,12,17,0,27034.064
1980,12,17,6,26376.572
1980,12,17,12,25845.354
1980,12,17,18,25446.484
1980,12,18,0,24536.623
1980,12,18,6,23041.516
1980,12,18,12,21823.396
1980,12,18,18,21303.402
1980,12,19,0,21139.836
1980,12,19,6,20701.045
1980,12,19,12,20063.744
1980,12,19,18,19770.094
1980,12,20,0,19749.395
1980,12,20,6,19563.342
1980,12,20,12,19120.795
1980,12,20,18,18398.871
1980,12,21,0,17256.13
1980,12,21,6,16791.033
1980,12,21,12,17761.043
1980,12,21,18,18962.607
1980,12,22,0,19298.71
1980,12,22,6,19848.531
1980,12,22,12,22276.664
1980,12,22,18,25388.488
1980,12,23,0,27886.03
1980,12,23,6,30414.053
1980,12,23,12,31980.309
1980,12,23,18,32007.508
1980,12,24,0,32196.371
1980,12,24,6,32314.076
1980,12,24,12,31210.775
1980,12,24,18,29425.85
1980,12,25,0,27836.041
1980,12,25,6,26415.766
1980,12,25,12,25286.588
1980,12,25,18,25189.281
1980,12,26,0,26875.104
1980,12,26,6,30793.64
1980,12,26,12,36460.008
1980,12,26,18,46296.824
1980,12,27,0,64170.695
1980,12,27,6,88520.71
1980,12,27,12,101920.6
1980,12,27,18,110216.6
1980,12,28,0,110015.08
1980,12,28,6,105472.28
1980,12,28,12,100805.01
1980,12,28,18,86459.46
1980,12,29,0,71620.266
1980,12,29,6,69073.09
1980,12,29,12,67821.016
1980,12,29,18,65215.332
1980,12,30,0,60749.56
1980,12,30,6,56186.977
1980,12,30,12,53065.523
1980,12,30,18,50582.54
1980,12,31,0,45972.293
1980,12,31,6,42230.586
1980,12,31,12,42299.785
1980,12,31,18,45170.2
1981,1,1,0,46565.61
1981,1,1,6,44518.617
1981,1,1,12,42342.023
1981,1,1,18,40783.42
1981,1,2,0,39724.45
1981,1,2,6,38485.953
1981,1,2,12,36635.39
1981,1,2,18,34501.195
1981,1,3,0,32233.162
1981,1,3,6,29876.307
1981,1,3,12,27346.047
1981,1,3,18,25021.547
1981,1,4,0,23731.482
1981,1,4,6,23369.234
1981,1,4,12,23242.23
1981,1,4,18,23036.996
1981,1,5,0,22795.055
1981,1,5,6,22437.443
1981,1,5,12,21958.795
1981,1,5,18,21541.037
1981,1,6,0,21227.41
1981,1,6,6,20878.562
1981,1,6,12,20430.3
1981,1,6,18,19984.533
1981,1,7,0,19619.928
1981,1,7,6,19224.16
1981,1,7,12,18533.182
1981,1,7,18,17769.654
1981,1,8,0,17353.006
1981,1,8,6,17052.262
1981,1,8,12,16518.521
1981,1,8,18,15974.04
1981,1,9,0,15628.164
1981,1,9,6,15533.227
1981,1,9,12,15751.108
1981,1,9,18,15993.351
1981,1,10,0,15772.562
1981,1,10,6,15356.772
1981,1,10,12,15132.615
1981,1,10,18,14746.998
1981,1,11,0,14004.805
1981,1,11,6,13567.79
1981,1,11,12,13686.29
1981,1,11,18,13842.075
1981,1,12,0,13702.328
1981,1,12,6,13248.726
1981,1,12,12,12683.728
1981,1,12,18,12237.77
1981,1,13,0,12228.619
1981,1,13,6,12412.133
1981,1,13,12,12423.156
1981,1,13,18,12251.062
1981,1,14,0,11886.327
1981,1,14,6,11499.45
1981,1,14,12,11237.759
1981,1,14,18,10983.182
1981,1,15,0,10621.406
1981,1,15,6,10289.404
1981,1,15,12,10134.458
1981,1,15,18,10032.546
1981,1,16,0,9947.683
1981,1,16,6,9973.559
1981,1,16,12,10181.518
1981,1,16,18,10393.9
1981,1,17,0,10311.912
1981,1,17,6,10093.738
1981,1,17,12,9975.786
1981,1,17,18,10006.453
1981,1,18,0,10146.944
1981,1,18,6,10321.643
1981,1,18,12,10691.556
1981,1,18,18,10892.107
1981,1,19,0,11380.498
1981,1,19,6,11814.802
1981,1,19,12,11698.163
1981,1,19,18,11438.592
1981,1,20,0,11497.652
1981,1,20,6,11763.92
1981,1,20,12,12164.951
1981,1,20,18,12576.768
1981,1,21,0,12573.129
1981,1,21,6,12309.8545
1981,1,21,12,12050.509
1981,1,21,18,11984.709
1981,1,22,0,12055.041
1981,1,22,6,11670.608
1981,1,22,12,11791.229
1981,1,22,18,12285.905
1981,1,23,0,13360.789
1981,1,23,6,14611.943
1981,1,23,12,15547.068
1981,1,23,18,16128.438
1981,1,24,0,16516.143
1981,1,24,6,16173.743
1981,1,24,12,15136.34
1981,1,24,18,14222.118
1981,1,25,0,14113.046
1981,1,25,6,14078.656
1981,1,25,12,13480.785
1981,1,25,18,12672.093
1981,1,26,0,12217.382
1981,1,26,6,12082.585
1981,1,26,12,11879.256
1981,1,26,18,11695.925
1981,1,27,0,11558.556
1981,1,27,6,11691.802
1981,1,27,12,12462.53
1981,1,27,18,13247.036
1981,1,28,0,13473.401
1981,1,28,6,13112.336
1981,1,28,12,12575.551
1981,1,28,18,12244.453
1981,1,29,0,12138.106
1981,1,29,6,11928.231
1981,1,29,12,11470.421
1981,1,29,18,11056.667
1981,1,30,0,10889.201
1981,1,30,6,10694.924
1981,1,30,12,10555.478
1981,1,30,18,10496.738
1981,1,31,0,10546.048
1981,1,31,6,10555.93
1981,1,31,12,10413.038
1981,1,31,18,9965.485
1981,2,1,0,8971.45
1981,2,1,6,8243.174
1981,2,1,12,8069.3374
1981,2,1,18,8032.7725
1981,2,2,0,8176.8364
1981,2,2,6,8315.788
1981,2,2,12,8254.993
1981,2,2,18,8126.171
1981,2,3,0,8117.99
1981,2,3,6,8264.444
1981,2,3,12,8468.57
1981,2,3,18,8613.765
1981,2,4,0,8454.857
1981,2,4,6,8180.4316
1981,2,4,12,8013.731
1981,2,4,18,7917.9966
1981,2,5,0,7935.7144
1981,2,5,6,7966.2407
1981,2,5,12,7910.419
1981,2,5,18,7884.2197
1981,2,6,0,8039.629
1981,2,6,6,8176.9336
1981,2,6,12,8145.115
1981,2,6,18,8076.678
1981,2,7,0,7992.4507
1981,2,7,6,7878.3745
1981,2,7,12,7711.706
1981,2,7,18,7322.3433
1981,2,8,0,6531.293
1981,2,8,6,6057.229
1981,2,8,12,6028.048
1981,2,8,18,5879.194
1981,2,9,0,5792.017
1981,2,9,6,5972.786
1981,2,9,12,6257.082
1981,2,9,18,6646.617
1981,2,10,0,7271.172
1981,2,10,6,7772.931
1981,2,10,12,8002.827
1981,2,10,18,8318.952
1981,2,11,0,8419.423
1981,2,11,6,8318.78
1981,2,11,12,8330.804
1981,2,11,18,8392.825
1981,2,12,0,8330.566
1981,2,12,6,8152.865
1981,2,12,12,7965.7993
1981,2,12,18,8063.46
1981,2,13,0,8820.992
1981,2,13,6,9719.864
1981,2,13,12,10006.712
1981,2,13,18,9488.128
1981,2,14,0,9235.736
1981,2,14,6,10408.927
1981,2,14,12,12104.017
1981,2,14,18,13082.769
1981,2,15,0,13715.978
1981,2,15,6,13879.201
1981,2,15,12,15047.548
1981,2,15,18,17653.963
1981,2,16,0,19551.383
1981,2,16,6,18909.734
1981,2,16,12,19381.346
1981,2,16,18,24133.129
1981,2,17,0,29671.03
1981,2,17,6,33382.383
1981,2,17,12,34468.547
1981,2,17,18,33967.734
1981,2,18,0,35999.25
1981,2,18,6,39578.52
1981,2,18,12,40105.402
1981,2,18,18,38173.184
1981,2,19,0,36665.99
1981,2,19,6,34061.285
1981,2,19,12,30433.877
1981,2,19,18,30399.746
1981,2,20,0,35506.727
1981,2,20,6,39142.86
1981,2,20,12,37603.05
1981,2,20,18,33470.668
1981,2,21,0,31501.896
1981,2,21,6,31926.736
1981,2,21,12,32006.475
1981,2,21,18,30626.756
1981,2,22,0,28360.576
1981,2,22,6,26456
1981,2,22,12,25174.709
1981,2,22,18,23949.88
1981,2,23,0,22902.521
1981,2,23,6,22093.926
1981,2,23,12,21267.914
1981,2,23,18,20443.322
1981,2,24,0,19793.83
1981,2,24,6,19588.766
1981,2,24,12,19926.182
1981,2,24,18,20427.402
1981,2,25,0,20443.248
1981,2,25,6,19719.385
1981,2,25,12,19005.932
1981,2,25,18,18876.68
1981,2,26,0,18940.209
1981,2,26,6,18931.242
1981,2,26,12,18805.875
1981,2,26,18,18540.92
1981,2,27,0,18473.334
1981,2,27,6,18227.293
1981,2,27,12,17239.865
1981,2,27,18,16156.134
1981,2,28,0,15693.673
1981,2,28,6,15493.819
1981,2,28,12,14964.331
1981,2,28,18,14295.495
1981,3,1,0,13933.246
1981,3,1,6,13740.174
1981,3,1,12,13460.9795
1981,3,1,18,13166.274
1981,3,2,0,12948.735
1981,3,2,6,12723.941
1981,3,2,12,12623.365
1981,3,2,18,12566.51
1981,3,3,0,12512.604
1981,3,3,6,12581.159
1981,3,3,12,12789.634
1981,3,3,18,12532.442
1981,3,4,0,11196.565
1981,3,4,6,9884.078
1981,3,4,12,9421.908
1981,3,4,18,9430.197
1981,3,5,0,9787.44
1981,3,5,6,10039.015
1981,3,5,12,10200.43
1981,3,5,18,10275.034
1981,3,6,0,10047.389
1981,3,6,6,9724.849
1981,3,6,12,9520.119
1981,3,6,18,9285.454
1981,3,7,0,9076.904
1981,3,7,6,8979.178
1981,3,7,12,8853.531
1981,3,7,18,8649.469
1981,3,8,0,8472.844
1981,3,8,6,8297.048
1981,3,8,12,8013.6875
1981,3,8,18,7807.817
1981,3,9,0,7995.648
1981,3,9,6,8328.5
1981,3,9,12,8510.27
1981,3,9,18,8476.644
1981,3,10,0,8084.633
1981,3,10,6,7667.628
1981,3,10,12,7436.9253
1981,3,10,18,7323.484
1981,3,11,0,7411.996
1981,3,11,6,7546.265
1981,3,11,12,7569.9136
1981,3,11,18,7847.3423
1981,3,12,0,8755.967
1981,3,12,6,9522.96
1981,3,12,12,9747.947
1981,3,12,18,10026.765
1981,3,13,0,10453.716
1981,3,13,6,10855.166
1981,3,13,12,11081.649
1981,3,13,18,11019.004
1981,3,14,0,10694.773
1981,3,14,6,10385.655
1981,3,14,12,10215.177
1981,3,14,18,10142.294
1981,3,15,0,10172.713
1981,3,15,6,10282.645
1981,3,15,12,10419.109
1981,3,15,18,10589.1045
1981,3,16,0,10571.957
1981,3,16,6,10462.111
1981,3,16,12,10969.016
1981,3,16,18,11989.64
1981,3,17,0,12797.405
1981,3,17,6,12931.18
1981,3,17,12,12603.58
1981,3,17,18,12100.701
1981,3,18,0,11670.35
1981,3,18,6,11345.032
1981,3,18,12,11050.09
1981,3,18,18,10849.311
1981,3,19,0,10981.405
1981,3,19,6,11230.816
1981,3,19,12,11314.139
1981,3,19,18,11130.055
1981,3,20,0,10733.395
1981,3,20,6,10279.556
1981,3,20,12,9778.97
1981,3,20,18,9404.892
1981,3,21,0,9443.038
1981,3,21,6,9740.962
1981,3,21,12,10134.652
1981,3,21,18,10340.889
1981,3,22,0,10080.423
1981,3,22,6,10025.517
1981,3,22,12,10687.163
1981,3,22,18,11269.576
1981,3,23,0,11166.695
1981,3,23,6,10780.217
1981,3,23,12,10453.77
1981,3,23,18,10332.643
1981,3,24,0,10465.47
1981,3,24,6,10581.16
1981,3,24,12,10588.017
1981,3,24,18,10775.9
1981,3,25,0,11093.92
1981,3,25,6,11184.251
1981,3,25,12,10889.181
1981,3,25,18,10701.457
1981,3,26,0,10953.43
1981,3,26,6,11076.816
1981,3,26,12,11265.185
1981,3,26,18,11206.469
1981,3,27,0,10875.833
1981,3,27,6,10701.867
1981,3,27,12,10713.158
1981,3,27,18,10691.081
1981,3,28,0,10549.127
1981,3,28,6,10469.699
1981,3,28,12,10543.2705
1981,3,28,18,10764.126
1981,3,29,0,11095.428
1981,3,29,6,11486.685
1981,3,29,12,11901.461
1981,3,29,18,12425.362
1981,3,30,0,12550.687
1981,3,30,6,12656.119
1981,3,30,12,13329.315
1981,3,30,18,13627.734
1981,3,31,0,13649.101
1981,3,31,6,13936.712
1981,3,31,12,14520.245
1981,3,31,18,15136.351
1981,4,1,0,15271.996
1981,4,1,6,14728.215
1981,4,1,12,13705.955
1981,4,1,18,12847.846
1981,4,2,0,12982.319
1981,4,2,6,13524.293
1981,4,2,12,13513.594
1981,4,2,18,13009.024
1981,4,3,0,12313.439
1981,4,3,6,11497.094
1981,4,3,12,10806.503
1981,4,3,18,10549.353
1981,4,4,0,10916.305
1981,4,4,6,11558.674
1981,4,4,12,12118.396
1981,4,4,18,12175.564
1981,4,5,0,11659.726
1981,4,5,6,11138.903
1981,4,5,12,11036.722
1981,4,5,18,11324.161
1981,4,6,0,11926.596
1981,4,6,6,12354.601
1981,4,6,12,12616.863
1981,4,6,18,12801.055
1981,4,7,0,12917.661
1981,4,7,6,13107.084
1981,4,7,12,13369.724
1981,4,7,18,13416.665
1981,4,8,0,13138.481
1981,4,8,6,12957.529
1981,4,8,12,13195.401
1981,4,8,18,13413.489
1981,4,9,0,13218.254
1981,4,9,6,12833.508
1981,4,9,12,12775.416
1981,4,9,18,13271.136
1981,4,10,0,14287.906
1981,4,10,6,15141.279
1981,4,10,12,15265.7
1981,4,10,18,14818.761
1981,4,11,0,14296.184
1981,4,11,6,14086.977
1981,4,11,12,14125.414
1981,4,11,18,13988.218
1981,4,12,0,13657.356
1981,4,12,6,13503.013
1981,4,12,12,13506.049
1981,4,12,18,13510.892
1981,4,13,0,13752.348
1981,4,13,6,13875.25
1981,4,13,12,13592.88
1981,4,13,18,13241.321
1981,4,14,0,13104.403
1981,4,14,6,13020.423
1981,4,14,12,12812.422
1981,4,14,18,12581.611
1981,4,15,0,12457.363
1981,4,15,6,12415.48
1981,4,15,12,12292.935
1981,4,15,18,12077.214
1981,4,16,0,12213.389
1981,4,16,6,12955.894
1981,4,16,12,13830.677
1981,4,16,18,14030.024
1981,4,17,0,13786.867
1981,4,17,6,13882.58
1981,4,17,12,14475.812
1981,4,17,18,14931.351
1981,4,18,0,14892.084
1981,4,18,6,14680.004
1981,4,18,12,14513.174
1981,4,18,18,14274.581
1981,4,19,0,14062.876
1981,4,19,6,13966.755
1981,4,19,12,13946.442
1981,4,19,18,14109.71
1981,4,20,0,14429.71
1981,4,20,6,14599.22
1981,4,20,12,14515.907
1981,4,20,18,14456.522
1981,4,21,0,14918.187
1981,4,21,6,15669.552
1981,4,21,12,16313.427
1981,4,21,18,16623.545
1981,4,22,0,16599.875
1981,4,22,6,16626.258
1981,4,22,12,17109.428
1981,4,22,18,18112.248
1981,4,23,0,19008.527
1981,4,23,6,19405.219
1981,4,23,12,19474.656
1981,4,23,18,19383.875
1981,4,24,0,20109.6
1981,4,24,6,21737.63
1981,4,24,12,23433.56
1981,4,24,18,25012.893
1981,4,25,0,26833.275
1981,4,25,6,28032.008
1981,4,25,12,28000.05
1981,4,25,18,26768.52
1981,4,26,0,24820.25
1981,4,26,6,22473.516
1981,4,26,12,20553.729
1981,4,26,18,19515.107
1981,4,27,0,19133.602
1981,4,27,6,18897.723
1981,4,27,12,18509.748
1981,4,27,18,18010.217
1981,4,28,0,17412.637
1981,4,28,6,16672.8
1981,4,28,12,16471.678
1981,4,28,18,18382.918
1981,4,29,0,22315.834
1981,4,29,6,24851.586
1981,4,29,12,25284.941
1981,4,29,18,24672.797
1981,4,30,0,25747.379
1981,4,30,6,27987.436
1981,4,30,12,28100.996
1981,4,30,18,26377.62
1981,5,1,0,25300.668
1981,5,1,6,25878.893
1981,5,1,12,26810.963
1981,5,1,18,27066.928
1981,5,2,0,27153.514
1981,5,2,6,27289.47
1981,5,2,12,27095.537
1981,5,2,18,26137.992
1981,5,3,0,23903.834
1981,5,3,6,21086.219
1981,5,3,12,19073.357
1981,5,3,18,18092.56
1981,5,4,0,17528.436
1981,5,4,6,16877.004
1981,5,4,12,16427.738
1981,5,4,18,16585.613
1981,5,5,0,16963.395
1981,5,5,6,16877.219
1981,5,5,12,16423.143
1981,5,5,18,15843.345
1981,5,6,0,14921.147
1981,5,6,6,13969.197
1981,5,6,12,13207.316
1981,5,6,18,12459.106
1981,5,7,0,11966.335
1981,5,7,6,11799.688
1981,5,7,12,11679.273
1981,5,7,18,11520.075
1981,5,8,0,11408.044
1981,5,8,6,11418.172
1981,5,8,12,11736.645
1981,5,8,18,11656.722
1981,5,9,0,10629.469
1981,5,9,6,10306.961
1981,5,9,12,10487.536
1981,5,9,18,10038.638
1981,5,10,0,9454.168
1981,5,10,6,9300.557
1981,5,10,12,9469.055
1981,5,10,18,9562.044
1981,5,11,0,9795.9
1981,5,11,6,9964.527
1981,5,11,12,10039.542
1981,5,11,18,10086.44
1981,5,12,0,9946.057
1981,5,12,6,9825.651
1981,5,12,12,9780.745
1981,5,12,18,9587.501
1981,5,13,0,9193.294
1981,5,13,6,8964.152
1981,5,13,12,8840.184
1981,5,13,18,8755.396
1981,5,14,0,9024.053
1981,5,14,6,9287.597
1981,5,14,12,9248.201
1981,5,14,18,9534.102
1981,5,15,0,10309.199
1981,5,15,6,10316.863
1981,5,15,12,9786.654
1981,5,15,18,10010.501
1981,5,16,0,10837.363
1981,5,16,6,11703.384
1981,5,16,12,12194.487
1981,5,16,18,12006.495
1981,5,17,0,11083.317
1981,5,17,6,10216.296
1981,5,17,12,9740.413
1981,5,17,18,9515.76
1981,5,18,0,9485.76
1981,5,18,6,9534.542
1981,5,18,12,9485.061
1981,5,18,18,9320.642
1981,5,19,0,9411.23
1981,5,19,6,9684.074
1981,5,19,12,9947.134
1981,5,19,18,10587.102
1981,5,20,0,11644.183
1981,5,20,6,12478.558
1981,5,20,12,12855.66
1981,5,20,18,13043.706
1981,5,21,0,13166.899
1981,5,21,6,13432.067
1981,5,21,12,13724.48
1981,5,21,18,13805.425
1981,5,22,0,13850.116
1981,5,22,6,14001.8125
1981,5,22,12,14001.436
1981,5,22,18,13901.557
1981,5,23,0,14081.282
1981,5,23,6,14353.082
1981,5,23,12,14340.983
1981,5,23,18,14310.693
1981,5,24,0,14900.233
1981,5,24,6,15710.228
1981,5,24,12,15911.824
1981,5,24,18,15802.625
1981,5,25,0,16129.913
1981,5,25,6,16984.05
1981,5,25,12,18043.078
1981,5,25,18,19571.361
1981,5,26,0,21193.363
1981,5,26,6,22450.965
1981,5,26,12,23950.377
1981,5,26,18,24561.36
1981,5,27,0,23096.262
1981,5,27,6,20664.844
1981,5,27,12,18756.738
1981,5,27,18,17631.586
1981,5,28,0,16643.932
1981,5,28,6,15727.676
1981,5,28,12,14911.266
1981,5,28,18,14333.072
1981,5,29,0,14172.42
1981,5,29,6,14242.128
1981,5,29,12,14138.438
1981,5,29,18,13881.902
1981,5,30,0,14050.573
1981,5,30,6,14768.74
1981,5,30,12,15310.381
1981,5,30,18,15586.508
1981,5,31,0,16280.973
1981,5,31,6,17481.635
1981,5,31,12,18412.162
1981,5,31,18,18604.406
1981,6,1,0,17808.242
1981,6,1,6,16440.398
1981,6,1,12,15621.21
1981,6,1,18,15362.111
1981,6,2,0,15030.336
1981,6,2,6,14481.193
1981,6,2,12,13952.19
1981,6,2,18,13621.632
1981,6,3,0,13526.296
1981,6,3,6,13506.888
1981,6,3,12,13499.547
1981,6,3,18,13459.742
1981,6,4,0,13358.55
1981,6,4,6,13374.934
1981,6,4,12,13863.98
1981,6,4,18,14900.663
1981,6,5,0,16324.75
1981,6,5,6,17762.754
1981,6,5,12,18689.904
