year,month,day,hour,flow_cfs
1989,10,24,18,9845.619
1989,10,25,0,11637.584
1989,10,25,6,13879.556
1989,10,25,12,14212.559
1989,10,25,18,13585.185
1989,10,26,0,12660.898
1989,10,26,6,11516.317
1989,10,26,12,11014.816
1989,10,26,18,11113.791
1989,10,27,0,10899.449
1989,10,27,6,10337.541
1989,10,27,12,10128.344
1989,10,27,18,11040.102
1989,10,28,0,11797.02
1989,10,28,6,11846.5
1989,10,28,12,11580.934
1989,10,28,18,11686.678
1989,10,29,0,11182.292
1989,10,29,6,10447.721
1989,10,29,12,10130.357
1989,10,29,18,10198.147
1989,10,30,0,9716.679
1989,10,30,6,9474.221
1989,10,30,12,9230.311
1989,10,30,18,9477.945
1989,10,31,0,9617.22
1989,10,31,6,9183.811
1989,10,31,12,8977.811
1989,10,31,18,9362.168
1989,11,1,0,9618.867
1989,11,1,6,9720.23
1989,11,1,12,9350.005
1989,11,1,18,9636.939
1989,11,2,0,9855.209
1989,11,2,6,9533.057
1989,11,2,12,9987.628
1989,11,2,18,11380.876
1989,11,3,0,11388.26
1989,11,3,6,11508.041
1989,11,3,12,11366.161
1989,11,3,18,12376.462
1989,11,4,0,12066.697
1989,11,4,6,11158.849
1989,11,4,12,10559.363
1989,11,4,18,12489.816
1989,11,5,0,18128.371
1989,11,5,6,26988.986
1989,11,5,12,31800.39
1989,11,5,18,30120.553
1989,11,6,0,25874.436
1989,11,6,6,22786.143
1989,11,6,12,20771.719
1989,11,6,18,19445.133
1989,11,7,0,18146.531
1989,11,7,6,16908.326
1989,11,7,12,18103.68
1989,11,7,18,22708.244
1989,11,8,0,26613.887
1989,11,8,6,27062.268
1989,11,8,12,24798.96
1989,11,8,18,23620.756
1989,11,9,0,22535.547
1989,11,9,6,21885.008
1989,11,9,12,22799.06
1989,11,9,18,29523.121
1989,11,10,0,39138.35
1989,11,10,6,48112.223
1989,11,10,12,57337.82
1989,11,10,18,69107.32
1989,11,11,0,75527.71
1989,11,11,6,72119.46
1989,11,11,12,73253.64
1989,11,11,18,82647.18
1989,11,12,0,91440.766
1989,11,12,6,89499.586
1989,11,12,12,76599.03
1989,11,12,18,67192.805
1989,11,13,0,61112.81
1989,11,13,6,57268.098
1989,11,13,12,46012.69
1989,11,13,18,36028
1989,11,14,0,31564.758
1989,11,14,6,28609.46
1989,11,14,12,26596.781
1989,11,14,18,26567.73
1989,11,15,0,26816.957
1989,11,15,6,26028.963
1989,11,15,12,24481.834
1989,11,15,18,26936.857
1989,11,16,0,32707.637
1989,11,16,6,33519.19
1989,11,16,12,30934.691
1989,11,16,18,29110.22
1989,11,17,0,31197.008
1989,11,17,6,29964.26
1989,11,17,12,23552.92
1989,11,17,18,21178.81
1989,11,18,0,21134.604
1989,11,18,6,20818.35
1989,11,18,12,20270.002
1989,11,18,18,19947.441
1989,11,19,0,19833.635
1989,11,19,6,19538.1
1989,11,19,12,19188.521
1989,11,19,18,19158.705
1989,11,20,0,18841.998
1989,11,20,6,18559.004
1989,11,20,12,19139.588
1989,11,20,18,21839.703
1989,11,21,0,24121.643
1989,11,21,6,23875.191
1989,11,21,12,22975.523
1989,11,21,18,24023.248
1989,11,22,0,25463.943
1989,11,22,6,25344.744
1989,11,22,12,24560.68
1989,11,22,18,24140.62
1989,11,23,0,23236.041
1989,11,23,6,22492.566
1989,11,23,12,22082.676
1989,11,23,18,21629.732
1989,11,24,0,20904.266
1989,11,24,6,20224.998
1989,11,24,12,20210.941
1989,11,24,18,21464.334
1989,11,25,0,22462.89
1989,11,25,6,22112.773
1989,11,25,12,22016.953
1989,11,25,18,22281.596
1989,11,26,0,21886.043
1989,11,26,6,21272.371
1989,11,26,12,21245.633
1989,11,26,18,20968.646
1989,11,27,0,20397.855
1989,11,27,6,19963.426
1989,11,27,12,19756.865
1989,11,27,18,19553.707
1989,11,28,0,19225.54
1989,11,28,6,19140.771
1989,11,28,12,18995.137
1989,11,28,18,18005.879
1989,11,29,0,16939.574
1989,11,29,6,16003.77
1989,11,29,12,15116.168
1989,11,29,18,15631.737
1989,11,30,0,15904.365
1989,11,30,6,15316.699
1989,11,30,12,14591.954
1989,11,30,18,15396.46
1989,12,1,0,15241.556
1989,12,1,6,14285.6455
1989,12,1,12,13560.1045
1989,12,1,18,14526.649
1989,12,2,0,14934.527
1989,12,2,6,14040.4
1989,12,2,12,12822.249
1989,12,2,18,13432.606
1989,12,3,0,14059.646
1989,12,3,6,14403.543
1989,12,3,12,14321.931
1989,12,3,18,15555.066
1989,12,4,0,18134.648
1989,12,4,6,24159.393
1989,12,4,12,31548.309
1989,12,4,18,33206.137
1989,12,5,0,34155.535
1989,12,5,6,44390.234
1989,12,5,12,62449.125
1989,12,5,18,82124.54
1989,12,6,0,95506.92
1989,12,6,6,100877.21
1989,12,6,12,101135.88
1989,12,6,18,87286.68
1989,12,7,0,66202.9
1989,12,7,6,62056.477
1989,12,7,12,57452.08
1989,12,7,18,47877.6
1989,12,8,0,43732.42
1989,12,8,6,42252.664
1989,12,8,12,39610.82
1989,12,8,18,37706.18
1989,12,9,0,36465.38
1989,12,9,6,36226.85
1989,12,9,12,36669.684
1989,12,9,18,34607.22
1989,12,10,0,32839.195
1989,12,10,6,33159.72
1989,12,10,12,32546.242
1989,12,10,18,30540.72
1989,12,11,0,28795.396
1989,12,11,6,27463.996
1989,12,11,12,26177.85
1989,12,11,18,25399.877
1989,12,12,0,24853.932
1989,12,12,6,24202.006
1989,12,12,12,23525.525
1989,12,12,18,22816.658
1989,12,13,0,22363.67
1989,12,13,6,21702.379
1989,12,13,12,21029.031
1989,12,13,18,21100.275
1989,12,14,0,21105.572
1989,12,14,6,20712.453
1989,12,14,12,19587.27
1989,12,14,18,18300.79
1989,12,15,0,17445.24
1989,12,15,6,16900.662
1989,12,15,12,16522.148
1989,12,15,18,16793.098
1989,12,16,0,16772.045
1989,12,16,6,16321.672
1989,12,16,12,15779.591
1989,12,16,18,15635.128
1989,12,17,0,15600.715
1989,12,17,6,15372.102
1989,12,17,12,14985.569
1989,12,17,18,14875.067
1989,12,18,0,14861.375
1989,12,18,6,14715.341
1989,12,18,12,14492.42
1989,12,18,18,14516.768
1989,12,19,0,14354.987
1989,12,19,6,13906.132
1989,12,19,12,13834.649
1989,12,19,18,14458.041
1989,12,20,0,14638.486
1989,12,20,6,14374.534
1989,12,20,12,13876.402
1989,12,20,18,13988.992
1989,12,21,0,14069.001
1989,12,21,6,13826.587
1989,12,21,12,13419.27
1989,12,21,18,13654.343
1989,12,22,0,13669.799
1989,12,22,6,13506.253
1989,12,22,12,13021.22
1989,12,22,18,13224.022
1989,12,23,0,13499.74
1989,12,23,6,13348.81
1989,12,23,12,12982.825
1989,12,23,18,13328.002
1989,12,24,0,13573.484
1989,12,24,6,13528.717
1989,12,24,12,13099.302
1989,12,24,18,13238.877
1989,12,25,0,13646.765
1989,12,25,6,13352.329
1989,12,25,12,12952.622
1989,12,25,18,13198.781
1989,12,26,0,13254.635
1989,12,26,6,13045.643
1989,12,26,12,12702.221
1989,12,26,18,12950.975
1989,12,27,0,13099.958
1989,12,27,6,12786.922
1989,12,27,12,12263.969
1989,12,27,18,12732.059
1989,12,28,0,12973.062
1989,12,28,6,12658.756
1989,12,28,12,12144.08
1989,12,28,18,12500.333
1989,12,29,0,12656.044
1989,12,29,6,12172.421
1989,12,29,12,11234.69
1989,12,29,18,11711.479
1989,12,30,0,12409.334
1989,12,30,6,12125.933
1989,12,30,12,11352.352
1989,12,30,18,11143.887
1989,12,31,0,10253.894
1989,12,31,6,8221.173
1989,12,31,12,7794.018
1989,12,31,18,7781.639
1990,1,1,0,7827.881
1990,1,1,6,7990.244
1990,1,1,12,8136.3
1990,1,1,18,8284.766
1990,1,2,0,8725.408
1990,1,2,6,9376.528
1990,1,2,12,10178.354
1990,1,2,18,10815.985
1990,1,3,0,10897.995
1990,1,3,6,10092.382
1990,1,3,12,10558.405
1990,1,3,18,11315.958
1990,1,4,0,10956.164
1990,1,4,6,9983.903
1990,1,4,12,10645.582
1990,1,4,18,10936.2295
1990,1,5,0,9956.541
1990,1,5,6,10348.444
1990,1,5,12,11128.0205
1990,1,5,18,12400.477
1990,1,6,0,12293.87
1990,1,6,6,10655.766
1990,1,6,12,11465.824
1990,1,6,18,12830.914
1990,1,7,0,16290.963
1990,1,7,6,20467.627
1990,1,7,12,21317.686
1990,1,7,18,21924.223
1990,1,8,0,21006.922
1990,1,8,6,20728.48
1990,1,8,12,24251.703
1990,1,8,18,25899.861
1990,1,9,0,25616.082
1990,1,9,6,25695.434
1990,1,9,12,26603.262
1990,1,9,18,27354.021
1990,1,10,0,25170.078
1990,1,10,6,22631.164
1990,1,10,12,25983.453
1990,1,10,18,37557.043
1990,1,11,0,46735.895
1990,1,11,6,46489.715
1990,1,11,12,40417.273
1990,1,11,18,35196.414
1990,1,12,0,31383.686
1990,1,12,6,28945.553
1990,1,12,12,26519.014
1990,1,12,18,25483.686
1990,1,13,0,24586.719
1990,1,13,6,23235.762
1990,1,13,12,22385.336
1990,1,13,18,22393.098
1990,1,14,0,22043.4
1990,1,14,6,20678.998
1990,1,14,12,18838.057
1990,1,14,18,18542.354
1990,1,15,0,18075.479
1990,1,15,6,17718.387
1990,1,15,12,16820.127
1990,1,15,18,14391.164
1990,1,16,0,13367.527
1990,1,16,6,13211.149
1990,1,16,12,15161.635
1990,1,16,18,17140.094
1990,1,17,0,17518.156
1990,1,17,6,16700.088
1990,1,17,12,16048.742
1990,1,17,18,17295.041
1990,1,18,0,17754.951
1990,1,18,6,17550.19
1990,1,18,12,17312.994
1990,1,18,18,17258.283
1990,1,19,0,17218.617
1990,1,19,6,17089.041
1990,1,19,12,16946.27
1990,1,19,18,16811.926
1990,1,20,0,16850.9
1990,1,20,6,16928.768
1990,1,20,12,16364.426
1990,1,20,18,16181.849
1990,1,21,0,16376.868
1990,1,21,6,16454.424
1990,1,21,12,15962.232
1990,1,21,18,15931.749
1990,1,22,0,16018.592
1990,1,22,6,15830.504
1990,1,22,12,15712.973
1990,1,22,18,15891.503
1990,1,23,0,16013.716
1990,1,23,6,16242.567
1990,1,23,12,16250.995
1990,1,23,18,16564.473
1990,1,24,0,17037.633
1990,1,24,6,17288.98
1990,1,24,12,17078.354
1990,1,24,18,17207.994
1990,1,25,0,17126.705
1990,1,25,6,16817.016
1990,1,25,12,16456.748
1990,1,25,18,16753.326
1990,1,26,0,16828.63
1990,1,26,6,16454.96
1990,1,26,12,15990.435
1990,1,26,18,16339.399
1990,1,27,0,17119.943
1990,1,27,6,16895.172
1990,1,27,12,15170.0625
1990,1,27,18,14413.468
1990,1,28,0,14086.051
1990,1,28,6,13057.258
1990,1,28,12,12495.198
1990,1,28,18,12971.879
1990,1,29,0,12900.492
1990,1,29,6,12664.902
1990,1,29,12,12579.416
1990,1,29,18,13153.207
1990,1,30,0,13995.731
1990,1,30,6,14502.742
1990,1,30,12,14201.106
1990,1,30,18,13983.158
1990,1,31,0,14449.559
1990,1,31,6,14355.622
1990,1,31,12,13604.872
1990,1,31,18,13533.228
1990,2,1,0,13391.499
1990,2,1,6,13290.232
1990,2,1,12,12783.467
1990,2,1,18,12422.1875
1990,2,2,0,12186.543
1990,2,2,6,11791.089
1990,2,2,12,11646.572
1990,2,2,18,12254.991
1990,2,3,0,12226.015
1990,2,3,6,11993.095
1990,2,3,12,11928.683
1990,2,3,18,12547.403
1990,2,4,0,12580.857
1990,2,4,6,12424.781
1990,2,4,12,12649.973
1990,2,4,18,13307.228
1990,2,5,0,13721.165
1990,2,5,6,13704.233
1990,2,5,12,13440.356
1990,2,5,18,13107.008
1990,2,6,0,13985.731
1990,2,6,6,16272.093
1990,2,6,12,17041.605
1990,2,6,18,17226.271
1990,2,7,0,16890.404
1990,2,7,6,16180.201
1990,2,7,12,16112.206
1990,2,7,18,16354.394
1990,2,8,0,16024.33
1990,2,8,6,15365.406
1990,2,8,12,15544.044
1990,2,8,18,16123.993
1990,2,9,0,16411.508
1990,2,9,6,16080.527
1990,2,9,12,15512.947
1990,2,9,18,15895.28
1990,2,10,0,15979.854
1990,2,10,6,15635.171
1990,2,10,12,16091.303
1990,2,10,18,17281.469
1990,2,11,0,18354.5
1990,2,11,6,19839.264
1990,2,11,12,22588.408
1990,2,11,18,26466.883
1990,2,12,0,29101.834
1990,2,12,6,29782.717
1990,2,12,12,30639.998
1990,2,12,18,31257.135
1990,2,13,0,29136.87
1990,2,13,6,26464.559
1990,2,13,12,24713.883
1990,2,13,18,23487.734
1990,2,14,0,22434.01
1990,2,14,6,21349.828
1990,2,14,12,20163.17
1990,2,14,18,19794.744
1990,2,15,0,19512.848
1990,2,15,6,18961.252
1990,2,15,12,18293.934
1990,2,15,18,18454.229
1990,2,16,0,18475.81
1990,2,16,6,18120.44
1990,2,16,12,17691.906
1990,2,16,18,17840.373
1990,2,17,0,17595.623
1990,2,17,6,17077.955
1990,2,17,12,16898.154
1990,2,17,18,16830.75
1990,2,18,0,16817.059
1990,2,18,6,16781.291
1990,2,18,12,16678.162
1990,2,18,18,16621.383
1990,2,19,0,16132.421
1990,2,19,6,15062.865
1990,2,19,12,14785.532
1990,2,19,18,15286.883
1990,2,20,0,15787.275
1990,2,20,6,15481.204
1990,2,20,12,15059.141
1990,2,20,18,15009.67
1990,2,21,0,15196.639
1990,2,21,6,14947.819
1990,2,21,12,14761.561
1990,2,21,18,15014.266
1990,2,22,0,15526.596
1990,2,22,6,15419.129
1990,2,22,12,14751.077
1990,2,22,18,14443.09
1990,2,23,0,14419.129
1990,2,23,6,14495.704
1990,2,23,12,14211.257
1990,2,23,18,13760.173
1990,2,24,0,13617.508
1990,2,24,6,13776.007
1990,2,24,12,14031.789
1990,2,24,18,13535.391
1990,2,25,0,13401.39
1990,2,25,6,13493.443
1990,2,25,12,13575.077
1990,2,25,18,13591.837
1990,2,26,0,13628.745
1990,2,26,6,13749.927
1990,2,26,12,13856.047
1990,2,26,18,13877.844
1990,2,27,0,13879.997
1990,2,27,6,14498.383
1990,2,27,12,15848.339
1990,2,27,18,16164.54
1990,2,28,0,15357.623
1990,2,28,6,14531.03
1990,2,28,12,15043.619
1990,2,28,18,13870.234
1990,3,1,0,13518.857
1990,3,1,6,13680.058
1990,3,1,12,13823.917
1990,3,1,18,13853.475
1990,3,2,0,13816.07
1990,3,2,6,13974.773
1990,3,2,12,14539.9
1990,3,2,18,14742.305
1990,3,3,0,14446.104
1990,3,3,6,14033.512
1990,3,3,12,14519.75
1990,3,3,18,14637.539
1990,3,4,0,14340.369
1990,3,4,6,14021.543
1990,3,4,12,14281.384
1990,3,4,18,13711.682
1990,3,5,0,13499.095
1990,3,5,6,13435.63
1990,3,5,12,13381.478
1990,3,5,18,13370.369
1990,3,6,0,13454.489
1990,3,6,6,13732.37
1990,3,6,12,13577.8545
1990,3,6,18,12714.793
1990,3,7,0,12423.866
1990,3,7,6,12993.815
1990,3,7,12,14725.578
1990,3,7,18,15643.137
1990,3,8,0,15347.107
1990,3,8,6,14476.06
1990,3,8,12,15802.528
1990,3,8,18,16379.506
1990,3,9,0,16035.008
1990,3,9,6,15571.255
1990,3,9,12,16272.448
1990,3,9,18,16439.43
1990,3,10,0,15892.74
1990,3,10,6,15344.718
1990,3,10,12,15545.582
1990,3,10,18,15783.433
1990,3,11,0,15804.5625
1990,3,11,6,15633.341
1990,3,11,12,16040.917
1990,3,11,18,16205.411
1990,3,12,0,16249.693
1990,3,12,6,16412.787
1990,3,12,12,16597.582
1990,3,12,18,16645.396
1990,3,13,0,15899.317
1990,3,13,6,14681.424
1990,3,13,12,15470.074
1990,3,13,18,15645.677
1990,3,14,0,15466.651
1990,3,14,6,15433.488
1990,3,14,12,15515.023
1990,3,14,18,15469.805
1990,3,15,0,15441.743
1990,3,15,6,15604.602
1990,3,15,12,15831.0205
1990,3,15,18,15416.1045
1990,3,16,0,13641.113
1990,3,16,6,12355.807
1990,3,16,12,12633.827
1990,3,16,18,13157.631
1990,3,17,0,13033.922
1990,3,17,6,12070.261
1990,3,17,12,12998.734
1990,3,17,18,13343.589
1990,3,18,0,12718.808
1990,3,18,6,11244.249
1990,3,18,12,10834.359
1990,3,18,18,10807.881
1990,3,19,0,10845.469
1990,3,19,6,11022.675
1990,3,19,12,11331.4795
1990,3,19,18,11588.308
1990,3,20,0,12363.632
1990,3,20,6,14386.956
1990,3,20,12,15552.354
1990,3,20,18,14967.572
1990,3,21,0,14977.571
1990,3,21,6,15402.983
1990,3,21,12,16078.052
1990,3,21,18,16276.474
1990,3,22,0,16267.69
1990,3,22,6,16274.763
1990,3,22,12,16131.408
1990,3,22,18,15663.663
1990,3,23,0,15428.892
1990,3,23,6,15399.721
1990,3,23,12,15925.043
1990,3,23,18,16398.86
1990,3,24,0,16468.385
1990,3,24,6,15446.717
1990,3,24,12,15818.879
1990,3,24,18,15803.508
1990,3,25,0,14747.472
1990,3,25,6,13541.128
1990,3,25,12,14362.069
1990,3,25,18,14475.812
1990,3,26,0,13576.035
1990,3,26,6,12529.622
1990,3,26,12,13264.044
1990,3,26,18,13420.819
1990,3,27,0,12553.432
1990,3,27,6,11861.408
1990,3,27,12,12619.198
1990,3,27,18,11491.819
1990,3,28,0,11190.538
1990,3,28,6,11957.907
1990,3,28,12,13743.479
1990,3,28,18,14262.138
1990,3,29,0,13683.513
1990,3,29,6,12672.287
1990,3,29,12,13923.957
1990,3,29,18,14333.793
1990,3,30,0,13672.651
1990,3,30,6,12827.89
1990,3,30,12,14190.633
1990,3,30,18,14746.664
1990,3,31,0,14159.159
1990,3,31,6,13198.007
1990,3,31,12,14355.202
1990,3,31,18,14883.129
1990,4,1,0,14371.886
1990,4,1,6,13032.458
1990,4,1,12,12756.17
1990,4,1,18,12824.327
1990,4,2,0,12861.312
1990,4,2,6,12905.971
1990,4,2,12,12720.369
1990,4,2,18,12331.598
1990,4,3,0,12452.725
1990,4,3,6,13439.398
1990,4,3,12,15300.865
1990,4,3,18,15343.824
1990,4,4,0,14164.164
1990,4,4,6,14950.866
1990,4,4,12,16286.495
1990,4,4,18,16180.233
1990,4,5,0,15111.227
1990,4,5,6,14954.58
1990,4,5,12,16303.782
1990,4,5,18,16008.507
1990,4,6,0,14549.404
1990,4,6,6,14907.208
1990,4,6,12,15780.042
1990,4,6,18,15923.149
1990,4,7,0,15861.073
1990,4,7,6,15951.501
1990,4,7,12,16731.217
1990,4,7,18,16406.492
1990,4,8,0,15057.332
1990,4,8,6,15631.339
1990,4,8,12,16699.678
1990,4,8,18,15574.807
1990,4,9,0,15130.258
1990,4,9,6,15659.777
1990,4,9,12,16884.73
1990,4,9,18,17187.305
1990,4,10,0,16528.447
1990,4,10,6,15855.099
1990,4,10,12,16464.305
1990,4,10,18,15129.182
1990,4,11,0,14082.025
1990,4,11,6,14249.211
1990,4,11,12,15299.423
1990,4,11,18,15572.772
1990,4,12,0,15484.777
1990,4,12,6,15441.281
1990,4,12,12,15781.421
1990,4,12,18,16118.029
1990,4,13,0,16772.637
1990,4,13,6,18343.963
1990,4,13,12,19950.078
1990,4,13,18,20199.768
1990,4,14,0,19179.598
1990,4,14,6,17974.416
1990,4,14,12,18438.361
1990,4,14,18,18627.031
1990,4,15,0,18093.367
1990,4,15,6,17188.672
1990,4,15,12,17908.39
1990,4,15,18,18342.025
1990,4,16,0,18783.367
1990,4,16,6,19675.607
1990,4,16,12,20150.223
1990,4,16,18,20348.88
1990,4,17,0,21174.203
1990,4,17,6,22191.102
1990,4,17,12,21653.908
1990,4,17,18,21513.87
1990,4,18,0,22526.377
1990,4,18,6,23801.08
1990,4,18,12,23838.885
1990,4,18,18,23105.453
1990,4,19,0,22339.29
1990,4,19,6,21584.502
1990,4,19,12,20634.814
1990,4,19,18,19820.63
1990,4,20,0,19253.385
1990,4,20,6,18491.74
1990,4,20,12,17989.023
1990,4,20,18,18180.373
1990,4,21,0,18228.37
1990,4,21,6,17886.293
1990,4,21,12,17697.912
1990,4,21,18,18642.037
1990,4,22,0,18944.793
1990,4,22,6,18305.74
1990,4,22,12,17983.06
1990,4,22,18,18668.299
1990,4,23,0,18656.697
1990,4,23,6,17691.143
1990,4,23,12,17111.873
1990,4,23,18,17928.24
1990,4,24,0,18180.115
1990,4,24,6,17496.176
1990,4,24,12,17162.926
1990,4,24,18,18018.053
1990,4,25,0,18357.611
1990,4,25,6,18301.562
1990,4,25,12,18093.4
1990,4,25,18,17592.135
1990,4,26,0,16905.463
1990,4,26,6,16224.388
1990,4,26,12,16099.526
1990,4,26,18,16633.566
1990,4,27,0,16731.775
1990,4,27,6,15909.618
1990,4,27,12,16158.018
1990,4,27,18,18552.072
1990,4,28,0,19007.934
1990,4,28,6,17932.695
1990,4,28,12,17172.807
1990,4,28,18,17718.676
1990,4,29,0,17951.715
1990,4,29,6,17239.629
1990,4,29,12,16585.818
1990,4,29,18,17124.39
1990,4,30,0,17185.713
1990,4,30,6,16228.424
1990,4,30,12,15213.592
1990,4,30,18,15154.778
1990,5,1,0,15508.21
1990,5,1,6,15118.568
1990,5,1,12,13906.81
1990,5,1,18,12776.147
1990,5,2,0,13189.503
1990,5,2,6,14350.348
1990,5,2,12,14125.748
1990,5,2,18,14333.008
1990,5,3,0,14415.05
1990,5,3,6,14223.914
1990,5,3,12,14154.014
1990,5,3,18,14774.414
1990,5,4,0,15230.405
1990,5,4,6,15573.634
1990,5,4,12,14914.345
1990,5,4,18,13653.978
1990,5,5,0,13866.327
1990,5,5,6,13671.855
1990,5,5,12,15016.321
1990,5,5,18,16334.491
1990,5,6,0,17723.617
1990,5,6,6,19406.188
1990,5,6,12,20323.307
1990,5,6,18,21225.096
1990,5,7,0,22947.752
1990,5,7,6,24608.559
1990,5,7,12,24688.297
1990,5,7,18,23971.98
1990,5,8,0,22564.783
1990,5,8,6,20809.793
1990,5,8,12,19500.49
1990,5,8,18,19190.404
1990,5,9,0,18640.4
1990,5,9,6,17649.13
1990,5,9,12,16749.807
1990,5,9,18,16713.166
1990,5,10,0,16573.697
1990,5,10,6,15941.813
1990,5,10,12,15448.31
1990,5,10,18,15802.873
1990,5,11,0,15780.914
1990,5,11,6,15261.943
1990,5,11,12,14941.986
1990,5,11,18,15332.35
1990,5,12,0,15487.846
1990,5,12,6,15275.216
1990,5,12,12,15054.512
1990,5,12,18,15557.369
1990,5,13,0,15765.231
1990,5,13,6,15746.018
1990,5,13,12,15673.878
1990,5,13,18,15344.998
1990,5,14,0,13559.093
1990,5,14,6,13319.639
1990,5,14,12,14456.587
1990,5,14,18,15318.453
1990,5,15,0,15515.423
1990,5,15,6,15448.439
1990,5,15,12,15325.363
1990,5,15,18,15759.925
1990,5,16,0,15284.256
1990,5,16,6,14045.793
1990,5,16,12,14399.786
1990,5,16,18,14978.68
1990,5,17,0,14251.997
1990,5,17,6,12691.672
1990,5,17,12,13532.097
1990,5,17,18,14421.626
1990,5,18,0,14571.611
1990,5,18,6,14491.667
1990,5,18,12,14425.21
1990,5,18,18,14874.12
1990,5,19,0,14059.862
1990,5,19,6,12860.353
1990,5,19,12,13845.94
1990,5,19,18,14365.277
1990,5,20,0,13417.311
1990,5,20,6,11943.903
1990,5,20,12,12781.034
1990,5,20,18,13529.287
1990,5,21,0,13023.287
1990,5,21,6,11062.35
1990,5,21,12,10563.023
1990,5,21,18,12240.288
1990,5,22,0,14571.062
1990,5,22,6,15262.4375
1990,5,22,12,15567.53
1990,5,22,18,15446.738
1990,5,23,0,13742.531
1990,5,23,6,13313.654
1990,5,23,12,13847.231
1990,5,23,18,13494.423
1990,5,24,0,13690.456
1990,5,24,6,14517.069
1990,5,24,12,16066.577
1990,5,24,18,16111.345
1990,5,25,0,14518.803
1990,5,25,6,14273.041
1990,5,25,12,15532.569
1990,5,25,18,15791.937
1990,5,26,0,14119.063
1990,5,26,6,13380.272
1990,5,26,12,14134.144
1990,5,26,18,14931.556
1990,5,27,0,14201.364
1990,5,27,6,12535.801
1990,5,27,12,12964.979
1990,5,27,18,12712.834
1990,5,28,0,11284.162
1990,5,28,6,11009.79
1990,5,28,12,10862.572
1990,5,28,18,11130.217
1990,5,29,0,11915.11
1990,5,29,6,12870.634
1990,5,29,12,13487.351
1990,5,29,18,13865.251
1990,5,30,0,14748.936
1990,5,30,6,17290.672
1990,5,30,12,20537.646
1990,5,30,18,21834.031
1990,5,31,0,20662.682
1990,5,31,6,18967.473
1990,5,31,12,19786.715
1990,5,31,18,20219.143
1990,6,1,0,19304.352
1990,6,1,6,18283.812
1990,6,1,12,20195.938
1990,6,1,18,21519.951
1990,6,2,0,21458.006
1990,6,2,6,21263.523
1990,6,2,12,20813.396
1990,6,2,18,20204.742
1990,6,3,0,18983.533
1990,6,3,6,17507.96
1990,6,3,12,18586.398
1990,6,3,18,18941.865
1990,6,4,0,17709.785
1990,6,4,6,15753.392
1990,6,4,12,17254.967
1990,6,4,18,20285.041
1990,6,5,0,22533.062
1990,6,5,6,23213.92
1990,6,5,12,24973.639
1990,6,5,18,25229.549
1990,6,6,0,24176.236
1990,6,6,6,22715.219
1990,6,6,12,21573.459
1990,6,6,18,20919.121
1990,6,7,0,20436.81
1990,6,7,6,20122.979
1990,6,7,12,19750.547
1990,6,7,18,19811.482
1990,6,8,0,20224.547
1990,6,8,6,21186.324
1990,6,8,12,22067.941
1990,6,8,18,21908.885
1990,6,9,0,21273.598
1990,6,9,6,20720.312
1990,6,9,12,20233.438
1990,6,9,18,19917.475
1990,6,10,0,19784.12
1990,6,10,6,19794.84
1990,6,10,12,19833.678
1990,6,10,18,19773.088
1990,6,11,0,20387.879
1990,6,11,6,21773.473
1990,6,11,12,22839.682
1990,6,11,18,23112.578
1990,6,12,0,23164.934
1990,6,12,6,23305.943
1990,6,12,12,23443.258
1990,6,12,18,23482.287
1990,6,13,0,23261.455
1990,6,13,6,22516.537
1990,6,13,12,21912.922
1990,6,13,18,22010.107
1990,6,14,0,22233.393
1990,6,14,6,22054.916
1990,6,14,12,21458.2
1990,6,14,18,20958.098
1990,6,15,0,20652.035
1990,6,15,6,20344.854
1990,6,15,12,19745.348
1990,6,15,18,19600.799
1990,6,16,0,19962.66
1990,6,16,6,20499.64
1990,6,16,12,20744.477
1990,6,16,18,21003.812
1990,6,17,0,21780.523
1990,6,17,6,22924.998
1990,6,17,12,23067.834
1990,6,17,18,22198.918
1990,6,18,0,21391.668
1990,6,18,6,20923.027
1990,6,18,12,20597.613
1990,6,18,18,20318.387
1990,6,19,0,20284.814
1990,6,19,6,20666.502
1990,6,19,12,20843
1990,6,19,18,20516.205
1990,6,20,0,20256.031
1990,6,20,6,20306.535
1990,6,20,12,20384.154
1990,6,20,18,20491.514
1990,6,21,0,21127.693
1990,6,21,6,21773.396
1990,6,21,12,22145.162
1990,6,21,18,22420.535
1990,6,22,0,23275.19
1990,6,22,6,24475.56
1990,6,22,12,24841.586
1990,6,22,18,24844.645
1990,6,23,0,26005.057
1990,6,23,6,27872.316
1990,6,23,12,28254.736
1990,6,23,18,28036.617
1990,6,24,0,28396.68
1990,6,24,6,29090.133
1990,6,24,12,29043.818
1990,6,24,18,28088.195
1990,6,25,0,27685.52
1990,6,25,6,28207.213
1990,6,25,12,27700.33
1990,6,25,18,26573.65
1990,6,26,0,26152.975
1990,6,26,6,26727.262
1990,6,26,12,26474.104
1990,6,26,18,25501.564
1990,6,27,0,24896.74
1990,6,27,6,24939.365
1990,6,27,12,25014.025
1990,6,27,18,24539.885
1990,6,28,0,23797.477
1990,6,28,6,23309.613
1990,6,28,12,22906.697
1990,6,28,18,22888.904
1990,6,29,0,22825.324
1990,6,29,6,22657.611
1990,6,29,12,22406.79
1990,6,29,18,22522.049
1990,6,30,0,22507.809
1990,6,30,6,22704.928
1990,6,30,12,22652.582
1990,6,30,18,22406.39
1990,7,1,0,23022.152
